ID,,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000702-00-0217, C05,C04,C02,C01,C08,C07,C09,,
000702-00-0230, C05,C08,C04,C02,C01,,,,
000702-00-0232, C05,C08,C04,,,,,,
000702-00-0235, C05,C07,C08,,,,,,
000702-00-0242, C05,C09,C04,C08,,,,,
000702-00-0248, C05,,,,,,,,
000702-00-0258, C05,C07,C06,,,,,,
000702-00-0259, C05,,,,,,,,
000702-00-0262, C05,C08,C09,C02,C04,C07,C01,,
000702-00-0264, C05,C04,C09,,,,,,
000702-00-0268, C05,C08,C04,C09,C03,,,,
000702-00-0270, C05,C04,C08,,,,,,
000702-00-0274, C05,,,,,,,,
000702-00-0277, C05,C09,C07,C04,,,,,
000702-00-0050, C05,C04,C08,WI01,C09,,,,
001101-00-0006, C05,C03,C09,C06,,,,,
001101-00-0009, C05,,,,,,,,
001101-00-0014, C05,C09,C07,C02,C04,C03,,,
001101-00-0037, C05,C04,C02,C08,C03,,,,
001101-00-0043, C05,C08,C09,,,,,,
001101-00-0057, C05,C09,C08,,,,,,
001101-00-0068, C05,C08,C09,,,,,,
001101-00-0071, C05,,,,,,,,
001101-00-0073, C05,C03,C04,C07,C08,C09,,,
001101-00-0104, C05,,,,,,,,
001101-00-0238, C05,,,,,,,,
001101-00-0243, C05,C08,C02,,,,,,
001101-00-0253, C05,C03,C09,,,,,,
001101-00-0396, C05,C08,C03,,,,,,
001101-00-0456, C05,C06,C04,C07,C09,C01,C08,C03,C02
001101-00-0470, C05,C09,C02,C04,C03,C08,C07,C06,
001101-00-0052, C05,C06,C07,C08,C09,C01,,,
001101-00-0053, C05,C02,C03,C04,C06,C07,C08,C01,WI01
000401-00-0023, C05,C04,C09,C02,,,,,
000401-00-0082, C05,C08,C09,C04,C03,C07,C02,,
000401-00-0116, C05,C04,C02,,,,,,
000401-00-0134, C05,C02,C07,C08,C01,,,,
000401-00-0138, C05,C08,C01,C02,C03,C04,C09,C06,C07
000401-00-0188, C05,C06,C07,C08,C09,,,,
000401-00-0241, C05,C04,C08,C09,,,,,
000401-00-0242, C05,C01,C06,C07,C08,C03,C02,C09,
000401-00-0254, C05,C06,C08,C07,C09,C03,,,
000401-00-0273, C05,C03,C09,C07,C06,,,,
000401-00-0276, C05,C02,C04,C08,,,,,
000401-00-0294, C05,C04,C08,C09,,,,,
000401-00-0322, C05,C03,C09,,,,,,
000401-00-0330, C05,C08,C04,C09,C03,,,,
000401-00-0335, C05,C08,C04,C09,C03,,,,
000401-00-0370, C05,,,,,,,,
000401-00-0373, C05,C08,,,,,,,
000401-00-0412, C05,C03,C08,,,,,,
000401-00-0460, C05,C04,C03,,,,,,
000401-00-0542, C05,C09,C08,C03,,,,,
000401-00-0619, C05,C04,C03,C08,C09,,,,
000401-00-0629, C05,C08,C04,C03,C09,,,,
000401-00-0695, C05,C09,C08,,,,,,
000401-00-0708, C05,C06,,,,,,,
000401-00-0712, C05,C09,C03,C04,C08,,,,
000401-00-0718, C05,C04,C09,,,,,,
000401-00-0729, C05,C04,,,,,,,
000401-00-0745, C05,C04,C09,C08,C03,C02,C01,,
000401-00-0752, C05,C08,C02,,,,,,
000401-00-0754, C05,C08,C09,,,,,,
000401-00-0762, C05,,,,,,,,
000401-00-0801, C05,C06,C03,,,,,,
000401-00-0812, C05,C08,C03,C01,C07,,,,
000401-00-0831, C05,C08,C09,C04,,,,,
000401-00-0872, C05,C09,C08,C03,,,,,
000401-00-0910, C05,C09,C02,,,,,,
000401-00-0917, C05,C09,,,,,,,
000401-00-0921, C05,C04,C03,C08,C09,,,,
000401-00-0948, C05,C08,C09,C01,C07,C04,,,
000401-00-0952, C05,C04,C08,C03,,,,,
000401-00-0975, C05,C09,C08,C01,,,,,
000401-00-0994, C05,C08,C04,C09,,,,,
000401-00-1000, C05,C08,C04,,,,,,
000401-00-1047, C05,C03,C07,C09,,,,,
000402-00-0001, C05,,,,,,,,
000402-00-0028, C05,C01,,,,,,,
000402-00-0034, C05,C08,C09,,,,,,
000402-00-0038, C05,C04,C08,,,,,,
000402-00-0049, C05,C06,C08,,,,,,
000402-00-0071, C05,C09,C04,C08,,,,,
000402-00-0078, C05,C08,C01,C02,C04,C03,,,
000402-00-0112, C05,C07,C08,C04,C09,C06,,,
000402-00-0113, C05,C09,C08,C02,,,,,
000402-00-0121, C05,,,,,,,,
000402-00-0129, C05,C09,C03,C08,,,,,
000402-00-0131, C05,C09,C03,C08,,,,,
000402-00-0132, C05,C08,C09,C01,,,,,
000402-00-0139, C05,C04,,,,,,,
000402-00-0146, C05,C09,C03,C08,C04,,,,
000402-00-0163, C05,C04,C09,,,,,,
000402-00-0185, C05,,,,,,,,
000402-00-0192, C05,C09,C02,C07,C08,C04,,,
000402-00-0201, C05,C03,C04,C08,C09,,,,
000402-00-0204, C05,C04,C07,C01,C08,C03,C09,C02,
000402-00-0207, C05,C07,C09,C04,C08,C02,,,
000402-00-0210, C05,C07,C09,C06,C08,C02,,,
000402-00-0225, C05,C02,,,,,,,
000402-00-0234, C05,C04,C08,,,,,,
000402-00-0244, C05,C04,C08,,,,,,
000402-00-0257, C05,C08,C04,C03,C01,C02,,,
000402-00-0271, C05,,,,,,,,
000402-00-0291, C05,,,,,,,,
000402-00-0323, C05,C03,C08,C02,C04,C01,C07,C06,
000402-00-0354, C05,,,,,,,,
000402-00-0358, C05,C08,C04,C02,C01,C09,C06,C03,C07
000402-00-0364, C05,C09,C02,C04,C08,C06,,,
000402-00-0368, C05,C04,C02,,,,,,
000402-00-0379, C05,C08,C01,C04,C03,C07,C09,C02,
000402-00-0397, C05,C04,C03,C08,C09,,,,
000402-00-0422, C05,,,,,,,,
000402-00-0425, C05,,,,,,,,
000402-00-0446, C05,C04,,,,,,,
000402-00-0450, C05,C04,C08,C07,,,,,
000402-00-0452, C05,C01,C04,C08,,,,,
000402-00-0492, C05,C04,C07,,,,,,
000402-00-0496, C05,C04,C08,C09,C03,C01,C02,,
000402-00-0509, C05,C01,C08,C04,,,,,
000402-00-0523, C05,C07,C08,C09,C01,C02,C03,C04,
000402-00-0537, C05,C07,,,,,,,
000402-00-0547, C05,C08,C01,C02,C03,C04,,,
000402-00-0558, C05,C04,,,,,,,
000402-00-0570, C05,C03,C02,,,,,,
000402-00-0577, C05,C07,C09,C08,C03,C02,,,
000402-00-0590, C05,C08,C06,C07,C09,C01,C02,C03,C04
000402-00-0600, C05,C04,C06,C08,C03,C07,C09,C01,C02
000402-00-0611, C05,C01,C07,,,,,,
000402-00-0709, C05,C04,,,,,,,
000402-00-0713, C05,C04,C08,,,,,,
000402-00-0717, C05,C08,C03,C07,C01,C02,C04,C06,C09
000402-00-0718, C05,C09,C08,C01,,,,,
000402-00-0720, C05,C04,C03,C02,C06,,,,
000402-00-0721, C05,C08,C09,,,,,,
000402-00-0724, C05,C08,C04,,,,,,
000402-00-0734, C05,C06,C04,,,,,,
000402-00-0745, C05,C09,C04,,,,,,
000402-00-0758, C05,C08,C09,,,,,,
000402-00-0760, C05,C08,,,,,,,
000402-00-0762, C05,,,,,,,,
000402-00-0773, C05,C08,C09,,,,,,
000402-00-0780, C05,C03,C07,,,,,,
000402-00-0790, C05,C04,C02,C01,C08,,,,
000402-00-0799, C05,,,,,,,,
000402-00-0805, C05,C07,C08,,,,,,
000402-00-0823, C05,C08,C09,,,,,,
000402-00-0831, C05,C08,C04,,,,,,
000402-00-0833, C05,,,,,,,,
000402-00-0839, C05,C08,C04,C02,C01,,,,
000402-00-0841, C05,C08,C09,,,,,,
000402-00-0844, C05,C03,C04,C08,C02,C07,C09,C01,C06
000402-00-0849, C05,C04,C08,C01,C02,,,,
000402-00-0857, C05,,,,,,,,
000402-00-0859, C05,C09,C08,,,,,,
000402-00-0862, C05,C09,C02,C04,C08,C07,,,
000402-00-0863, C05,C08,C02,C04,C06,C07,C09,C03,C01
000402-00-0178, C05,C04,WI01,,,,,,
000402-00-0193, C05,WI01,,,,,,,
000402-00-0194, C05,C01,C03,C06=C09,C08,C02,C07,C04,
000402-00-0197, C05,C08,,,,,,,
000602-00-0004, C05,C09,C01,,,,,,
000602-00-0006, C05,C08,C09,C01,C02,C04,,,
000602-00-0010, C05,C08,C09,C01,C02,C04,,,
000602-00-0012, C05,C04,,,,,,,
000602-00-0039, C05,C03,,,,,,,
000602-00-0045, C05,C04,C07,,,,,,
000602-00-0061, C05,C02,C03,,,,,,
000602-00-0099, C05,C04,C09,C07,,,,,
000602-00-0104, C05,C08,C04,,,,,,
000602-00-0118, C05,,,,,,,,
000602-00-0120, C05,C04,C08,C02,C01,C03,C09,C07,C06
000602-00-0122, C05,C04,C09,,,,,,
000602-00-0147, C05,C08,,,,,,,
000602-00-0162, C05,C09,C04,C02,C01,,,,
000602-00-0186, C05,C09,C08,C04,C03,,,,
000602-00-0194, C05,C08,C04,C02,C01,C03,C09,C07,C06
000602-00-0203, C05,C04,C08,C01,C02,,,,
000602-00-0206, C05,C09,C08,,,,,,
000602-00-0302, C05,C08,C09,C03,C07,,,,
000602-00-0317, C05,C09,C08,C03,C04,C01,C02,,
000602-00-0322, C05,C09,C08,C03,C04,C01,C02,,
000602-00-0323, C05,C02,,,,,,,
000602-00-0335, C05,C04,,,,,,,
000602-00-0338, C05,,,,,,,,
000602-00-0354, C05,C08,C04,,,,,,
000602-00-0368, C05,,,,,,,,
000602-00-0378, C05,C08,C09,C07,,,,,
000602-00-0384, C05,,,,,,,,
000602-00-0395, C05,C09,C04,C03,C08,,,,
000602-00-0410, C05,C04,C09,C08,C03,C02,C06,C07,C01
000602-00-0413, C05,C08,C09,,,,,,
000602-00-0417, C05,C02,C08,,,,,,
000602-00-0434, C05,C08,C09,C03,C04,,,,
000602-00-0443, C05,C08,C09,,,,,,
000602-00-0445, C05,C04,C08,,,,,,
000602-00-0479, C05,C09,,,,,,,
000602-00-0482, C05,C08,C09,C04,,,,,
000602-00-0507, C05,C04,C09,,,,,,
000602-00-0520, C05,C08,C09,,,,,,
000602-00-0528, C05,C04,,,,,,,
000602-00-0551, C05,C08,C09,C04,C03,C01,C02,C06,C07
000602-00-0564, C05,,,,,,,,
000602-00-0612, C05,C04,C01,C02,C06,C08,,,
000602-00-0657, C05,C04,C02,C01,C08,,,,
000602-00-0663, C05,,,,,,,,
000602-00-0674, C05,C08,C03,C04,,,,,
000501-00-0002, C05,C04,,,,,,,
000501-00-0003, C05,C08,C02,C03,C04,C09,,,
000501-00-0020, C05,C08,C09,C04,,,,,
000501-00-0058, C05,C08,C04,C02,C01,C09,C07,C06,C03
000501-00-0060, C05,C08,C09,C07,C01,C02,C04,C03,C06
000501-00-0071, C05,,,,,,,,
000501-00-0101, C05,C08,C09,C04,C03,,,,
000501-00-0102, C05,C04,C09,C08,C03,,,,
000501-00-0134, C05,C04,C03,C08,C02,C01,C09,,
000501-00-0166, C05,C09,C08,C03,C07,C06,C04,C02,C01
000501-00-0174, C05,C04,,,,,,,
000501-00-0177, C05,,,,,,,,
000501-00-0180, C05,,,,,,,,
000501-00-0207, C05,C04,,,,,,,
000501-00-0317, C05,C09,C08,C03,,,,,
000501-00-0332, C05,,,,,,,,
000501-00-0394, C05,C09,C07,C02,,,,,
000501-00-0435, C05,,,,,,,,
000501-00-0508, C05,C08,C09,,,,,,
000501-00-0533, C05,C08,,,,,,,
000501-00-0541, C05,C02,C03,C01,,,,,
000501-00-0565, C05,C04,C08,C09,,,,,
000501-00-0580, C05,C04,C08,C09,,,,,
000501-00-0623, C05,C04,C09,C07,C03,C08,,,
000501-00-0679, C05,C09,C04,C08,C07,,,,
000501-00-0746, C05,C09,C07,C08,,,,,
000501-00-0751, C05,C03,,,,,,,
000501-00-0828, C05,C08,C09,C01,C04,C06,C02,C03,C07
000501-00-0839, C05,C09,C08,,,,,,
000501-00-0841, C05,C07,C08,C03,C04,C09,C02,,
000501-00-0852, C05,C09,C08,,,,,,
000501-00-0860, C05,C08,C03,,,,,,
000501-00-0870, C05,,,,,,,,
000501-00-0874, C05,C08,C02,C01,C03,C04,C09,,
000501-00-0878, C05,C08,C09,C01,C02,C04,C06,C07,
000501-00-0882, C05,C04,C08,,,,,,
000501-00-0898, C05,C03,,,,,,,
000501-00-0908, C05,C04,C09,C08,,,,,
000501-00-0923, C05,C03,C02,C08,,,,,
000501-00-0985, C05,C08,,,,,,,
000501-00-0989, C05,,,,,,,,
000501-00-0990, C05,C09,C04,C06,C08,,,,
000501-00-1017, C05,C04,C09,C08,,,,,
000903-00-0013, C05,C07,C08,,,,,,
000903-00-0022, C05,C04,C08,C02,,,,,
000903-00-0057, C05,C08,C09,,,,,,
000903-00-0070, C05,C02,C04,C08,C07,C09,,,
000903-00-0076, C05,C07,C04,C08,C01,C02,C03,C06,
000903-00-0089, C05,C09,C04,C08,,,,,
000903-00-0092, C05,C04,C03,C02,C08,C09,,,
000903-00-0104, C05,C04,,,,,,,
000903-00-0113, C05,C03,C04,,,,,,
000903-00-0121, C05,C04,C08,,,,,,
000903-00-0129, C05,C04,C02,C08,C09,C01,C06,C03,C07
000903-00-0131, C05,C09,C08,C07,C06,C01,C04,C02,
000903-00-0137, C05,C07,,,,,,,
000903-00-0142, C05,C04,C09,,,,,,
000903-00-0155, C05,C07,C09,,,,,,
000903-00-0171, C05,C09,C08,C03,C04,C01,C02,C06,C07
000903-00-0176, C05,C04,C09,,,,,,
000903-00-0181, C05,C04,C09,,,,,,
000903-00-0192, C05,C02,C01,C04,,,,,
000903-00-0194, C05,C07,C08,C01,C02,C04,C06,C09,C03
000903-00-0223, C05,C08,C09,,,,,,
000903-00-0246, C05,C02,,,,,,,
000903-00-0250, C05,C04,C07,C09,,,,,
000903-00-0251, C05,C04,C02,C01,C08,,,,
000903-00-0308, C05,C08,C02,,,,,,
000903-00-0321, C05,C08,C01,C02,C04,,,,
000903-00-0340, C05,C08,C04,,,,,,
000903-00-0380, C05,C01,C02,C08,C09,,,,
000903-00-0390, C05,C07,C08,C09,C04,C03,C06,,
000903-00-0417, C05,C07,,,,,,,
000903-00-0419, C05,C08,C09,C02,C01,C03,C04,C06,C07
000903-00-0423, C05,C08,C02,,,,,,
000903-00-0455, C05,C01,C02,,,,,,
000903-00-0457, C05,C04,C08,C07,C09,C02,,,
000903-00-0468, C05,C06,C04,C03,C08,C09,C07,,
000903-00-0469, C05,C04,C02,C09,,,,,
000903-00-0480, C05,C03,C04,,,,,,
000903-00-0486, C05,,,,,,,,
000903-00-0529, C05,C03,C06,,,,,,
000903-00-0531, C05,C08,,,,,,,
000903-00-0552, C05,C01,C09,C08,C07,,,,
000903-00-0556, C05,C01,C08,,,,,,
000903-00-0559, C05,,,,,,,,
000903-00-0565, C05,C07,,,,,,,
000903-00-0606, C05,,,,,,,,
000903-00-0617, C05,C06,C07,C08,C09,C02,,,
000903-00-0649, C05,C04,C02,C08,C09,C07,C06,C03,C01
000903-00-0655, C05,C07,C04,,,,,,
000903-00-0659, C05,C02,C04,C03,C08,C01,C09,C06,C07
000903-00-0673, C05,C08,C04,C01,C02,C03,,,
000903-00-0708, C05,C03,C04,C02,,,,,
000903-00-0712, C05,C09,C08,,,,,,
000903-00-0737, C05,C08,C04,,,,,,
000903-00-0763, C05,C04,C02,,,,,,
000903-00-0767, C05,C07,,,,,,,
000903-00-0770, C05,C07,,,,,,,
000903-00-0777, C05,,,,,,,,
000903-00-0806, C05,C04,C07,,,,,,
000903-00-0809, C05,C03,C08,,,,,,
000903-00-0829, C05,C02,C08,C04,C07,C01,C03,C09,C06
000903-00-0848, C05,C09,C08,C03,C02,C01,,,
000903-00-0860, C05,C08,,,,,,,
000903-00-0869, C05,C04,C01,,,,,,
000903-00-0904, C05,C08,C04,C07,C02,,,,
000903-00-0915, C05,C06,C03,,,,,,
000903-00-0935, C05,C08,C04,C02,C01,C09,C07,C03,C06
000903-00-0952, C05,C02,C08,C04,C03,C01,C09,C06,C07
000903-00-0954, C05,,,,,,,,
000903-00-0956, C05,C04,C08,C02,C09,,,,
000903-00-0974, C05,,,,,,,,
000903-00-1067, C05,,,,,,,,
000903-00-1098, C05,C02,C04,,,,,,
000903-00-1134, C05,C08,,,,,,,
000903-00-1159, C05,C09,C08,C04,,,,,
000903-00-1177, C05,C02,C04,C08,C01,,,,
000903-00-1202, C05,C09,C07,,,,,,
000903-00-1207, C05,C01,C08,C04,,,,,
000903-00-1223, C05,C09,C04,,,,,,
000903-00-1230, C05,C09,C04,,,,,,
000903-00-1279, C05,C08,C01,C04,,,,,
000903-00-1281, C05,C08,C07,C04,C02,C09,,,
000903-00-1282, C05,C04,C02,,,,,,
000903-00-0194, C05,C09,WI01,C04,,,,,
000903-00-0205, C05,C09,WI01,C04,C07,,,,
000903-00-0213, C05,C04,C09,,,,,,
000103-00-0049, C05,,,,,,,,
000103-00-0103, C05,C08,C01,C02,C04,,,,
000103-00-0129, C05,C08,C09,C02,C03,C04,C06,C07,C01
000103-00-0149, C05,C08,C07,C04,,,,,
000103-00-0173, C05,,,,,,,,
000103-00-0180, C05,C08,C01,C02,C04,,,,
000103-00-0234, C05,,,,,,,,
000103-00-0237, C05,C02,C01,C09,,,,,
000103-00-0298, C05,,,,,,,,
000103-00-0514, C05,C02,C09,,,,,,
000103-00-0542, C05,C09,C08,C02,,,,,
000103-00-0583, C05,C02,C01,,,,,,
000103-00-0586, C05,C08,C04,C02,C01,C03,C09,C06,C07
000103-00-0632, C05,C02,C04,C08,C09,C06,C07,,
000103-00-0669, C05,,,,,,,,
000103-00-1017, C05,C02,,,,,,,
000103-00-1046, C05,,,,,,,,
000103-00-1058, C05,C08,C09,C01,C04,C02,C06,,
000103-00-1079, C05,C04,C01,C02,C03,C08,,,
000103-00-0108, C05,,,,,,,,
000302-00-0013, C05,C03,,,,,,,
000302-00-0017, C05,C02,C08,C09,,,,,
000302-00-0061, C05,C04,C08,C01,C02,,,,
000302-00-0067, C05,C06,C09,,,,,,
000302-00-0069, C05,C04,C02,C01,C09,C08,C07,,
000302-00-0124, C05,C03,C08,C02,C06,C07,C04,C01,C09
000302-00-0128, C05,C04,C02,C08,,,,,
000302-00-0155, C05,C04,C08,C09,C03,C01,C02,,
000302-00-0161, C05,C09,C02,C04,,,,,
000302-00-0168, C05,C07,C08,C09,C04,,,,
000302-00-0185, C05,C08,C09,C02,,,,,
000302-00-0187, C05,C03,C02,C04,C08,C06,C01,C09,C07
000302-00-0189, C05,C08,C01,C04,,,,,
000302-00-0279, C05,C03,,,,,,,
000302-00-0328, C05,C08,C09,,,,,,
000302-00-0332, C05,,,,,,,,
000302-00-0334, C05,C08,,,,,,,
000302-00-0353, C05,,,,,,,,
000302-00-0395, C05,C08,C09,C07,C02,C04,,,
000302-00-0426, C05,C01,C02,,,,,,
000302-00-0427, C05,C09,,,,,,,
000302-00-0434, C05,C07,C08,,,,,,
000302-00-0439, C05,C04,C02,,,,,,
000302-00-0487, C05,C07,C09,C02,,,,,
000302-00-0541, C05,C02,C01,C08,,,,,
000302-00-0545, C05,C02,C03,C08,C04,,,,
000302-00-0556, C05,C04,,,,,,,
000302-00-0613, C05,C08,C07,C09,C04,C02,,,
000302-00-0632, C05,C04,C02,C08,,,,,
000302-00-0637, C05,C09,C08,,,,,,
000302-00-0649, C05,C04,C08,C07,,,,,
000302-00-0661, C05,C04,C08,C01,C02,C03,C06,C07,C09
000302-00-0662, C05,C04,C09,,,,,,
000302-00-0665, C05,C04,C09,C03,C06,C08,C07,,
000302-00-0153, C05,,,,,,,,
000302-00-0154, C05,,,,,,,,
001102-00-0005, C05,C03,C08,C04,C09,C06,,,
001102-00-0009, C05,C03,,,,,,,
001102-00-0015, C05,C04,C03,C08,C09,C07,,,
001102-00-0017, C05,C04,C03,C09,,,,,
001102-00-0018, C05,C08,,,,,,,
001102-00-0025, C05,C02,,,,,,,
001102-00-0030, C05,C09,C08,C01,C03,C04,C02,,
001102-00-0042, C05,C08,C09,C02,C03,,,,
001102-00-0047, C05,C08,,,,,,,
001102-00-0052, C05,C09,,,,,,,
001102-00-0066, C05,C04,C09,C08,,,,,
001102-00-0081, C05,C07,,,,,,,
001102-00-0086, C05,,,,,,,,
001102-00-0094, C05,C04,C08,C09,C03,,,,
001102-00-0107, C05,C04,C03,,,,,,
001102-00-0110, C05,C03,C04,,,,,,
001102-00-0169, C05,C08,C03,C04,,,,,
001102-00-0177, C05,C03,,,,,,,
001102-00-0200, C05,C09,,,,,,,
001102-00-0203, C05,C08,C04,,,,,,
001102-00-0209, C05,C09,,,,,,,
001102-00-0210, C05,C08,C04,,,,,,
001102-00-0219, C05,C08,C04,C09,C07,C02,C01,C06,C03
001102-00-0234, C05,C04,C08,,,,,,
001102-00-0245, C05,C09,C04,C08,C03,C07,,,
001102-00-0259, C05,C08,C09,,,,,,
001102-00-0272, C05,C04,C09,C08,C01,C02,,,
001102-00-0288, C05,C08,C09,,,,,,
001102-00-0290, C05,,,,,,,,
001102-00-0291, C05,C03,C09,C08,C06,,,,
001102-00-0311, C05,C09,C03,,,,,,
001102-00-0313, C05,C04,,,,,,,
001102-00-0325, C05,,,,,,,,
001102-00-0335, C05,C04,C08,,,,,,
001102-00-0342, C05,C06,C03,C09,,,,,
001102-00-0353, C05,C08,C09,C04,,,,,
001102-00-0364, C05,C08,C01,C04,C03,C09,C07,C06,
001102-00-0377, C05,C03,C08,,,,,,
001102-00-0379, C05,C09,C02,C01,C08,C03,C04,C06,C07
001102-00-0388, C05,C04,C02,C01,C08,,,,
001102-00-0397, C05,C06,C08,,,,,,
001102-00-0467, C05,C09,,,,,,,
001102-00-0505, C05,C01,C02,C08,C04,C09,,,
001102-00-0509, C05,C08,C09,C04,C03,C01,,,
001102-00-0523, C05,C04,C01,C08,C03,,,,
001102-00-0525, C05,C04,C01,C03,,,,,
001102-00-0546, C05,C08,C04,,,,,,
001102-00-0554, C05,C01,C03,C02,C04,C08,,,
001102-00-0590, C05,C06,C08,C09,,,,,
001102-00-0595, C05,C07,C09,C04,,,,,
001102-00-0597, C05,C09,C08,,,,,,
001102-00-0618, C05,C04,C01,C03,C08,C09,C07,C06,
001102-00-0621, C05,C01,C02,C08,C07,C06,C04,C03,C09
001102-00-0654, C05,C08,C04,C07,,,,,
001102-00-0669, C05,C04,C09,,,,,,
001102-00-0670, C05,C03,C06,C07,C09,,,,
001102-00-0672, C05,C09,,,,,,,
001102-00-0677, C05,C04,C08,C09,C06,C01,C03,C02,C07
001102-00-0688, C05,C08,C02,C03,C09,,,,
001102-00-0712, C05,C08,C04,C01,C03,C06,,,
001102-00-0739, C05,C09,C04,C07,C01,C08,,,
001102-00-0756, C05,C08,C07,C09,C04,C03,,,
001102-00-0762, C05,C04,C01,C03,C09,,,,
001102-00-0768, C05,C04,C03,C09,C02,C08,,,
001102-00-0792, C05,C04,C08,,,,,,
001102-00-0828, C05,C08,C04,C06,C03,,,,
001102-00-0849, C05,C08,C04,C09,,,,,
001102-00-0850, C05,,,,,,,,
001102-00-0894, C05,C01,C09,,,,,,
001102-00-0903, C05,C09,C04,,,,,,
001102-00-0950, C05,C04,C09,C08,,,,,
001102-00-0968, C05,C04,C08,,,,,,
001102-00-0973, C05,C03,C04,C02,C01,C07,,,
001102-00-1003, C05,C08,C02,C01,C09,C03,C04,,
001102-00-1008, C05,C09,,,,,,,
001102-00-1013, C05,C09,C08,C04,,,,,
001102-00-1029, C05,C09,C06,,,,,,
001102-00-1037, C05,C04,C08,,,,,,
001102-00-1053, C05,C04,,,,,,,
001102-00-1056, C05,C08,C04,C09,,,,,
001102-00-1066, C05,C04,C09,,,,,,
001102-00-1117, C05,C04,,,,,,,
001102-00-1120, C05,C04,C08,C09,,,,,
001102-00-1124, C05,C08,C09,C04,C03,,,,
001102-00-1138, C05,C08,C01,C03,C04,,,,
001102-00-1149, C05,C08,,,,,,,
001102-00-1152, C05,C08,,,,,,,
001102-00-1154, C05,C09,C03,C08,,,,,
001102-00-1166, C05,C08,C04,C09,C07,,,,
001102-00-1168, C05,C08,,,,,,,
001102-00-1176, C05,C08,C04,,,,,,
001102-00-1178, C05,C07,C08,C04,C09,,,,
001102-00-1183, C05,C04,,,,,,,
001102-00-1236, C05,C04,C08,,,,,,
001102-00-1239, C05,C08,C04,C09,,,,,
001102-00-1242, C05,C04,C08,,,,,,
001102-00-1246, C05,C03,C04,C08,,,,,
001102-00-1258, C05,C04,C06,C08,C02,,,,
001102-00-1261, C05,C09,,,,,,,
001102-00-0160, C05,WI01,C08,,,,,,
001102-00-0165, C05,C06,C07,C08,C09,C01,C02,C03,WI01
001102-00-0173, C05,C08,C03,C02,C01,C06,C09,,
000403-00-0025, C05,C04,,,,,,,
000403-00-0026, C05,C04,C09,C08,,,,,
000403-00-0032, C05,,,,,,,,
000403-00-0051, C05,C08,,,,,,,
000403-00-0076, C05,,,,,,,,
000403-00-0175, C05,C07,C04,,,,,,
000403-00-0202, C05,C01,C04,C02,C08,,,,
000403-00-0223, C05,C04,C03,C02,C01,C09,C08,C07,C06
000403-00-0228, C05,,,,,,,,
000403-00-0243, C05,C08,C06,,,,,,
000403-00-0245, C05,C08,C04,,,,,,
000403-00-0263, C05,C04,C08,C09,,,,,
000403-00-0273, C05,C08,C09,,,,,,
000403-00-0275, C05,C08,C07,,,,,,
000403-00-0279, C05,C04,C02,,,,,,
000403-00-0280, C05,C08,C04,,,,,,
000703-00-0004, C05,C08,,,,,,,
000703-00-0007, C05,C09,C01,C08,C03,C04,C07,C02,
000703-00-0019, C05,C02,C04,,,,,,
000703-00-0021, C05,C04,C08,C03,C09,,,,
000703-00-0022, C05,C09,C01,C07,,,,,
000703-00-0027, C05,C04,C01,C03,,,,,
000703-00-0032, C05,C03,C04,C07,C08,,,,
000703-00-0042, C05,C04,C07,,,,,,
000703-00-0049, C05,C04,,,,,,,
000703-00-0055, C05,C09,,,,,,,
000703-00-0059, C05,,,,,,,,
000703-00-0069, C05,C08,C04,,,,,,
000703-00-0075, C05,C08,C09,C04,C03,C07,C01,C02,C06
000703-00-0078, C05,C06,C08,C02,,,,,
000703-00-0095, C05,C08,C04,C01,C02,C03,C09,C07,C06
000703-00-0112, C05,C09,C08,,,,,,
000703-00-0123, C05,C08,C09,C04,C02,,,,
000703-00-0129, C05,C04,C08,C02,,,,,
000703-00-0140, C05,C04,C08,C07,C03,C02,,,
000902-00-0021, C05,C08,C04,C07,C09,C02,,,
000902-00-0048, C05,C04,C08,C02,C01,C09,,,
000902-00-0049, C05,C04,C03,C08,C09,,,,
000902-00-0051, C05,C04,C03,C09,,,,,
000902-00-0053, C05,C04,C08,C09,,,,,
000902-00-0056, C05,C08,C06,,,,,,
000902-00-0063, C05,C08,C04,C01,C03,,,,
000902-00-0064, C05,C07,C08,C09,C01,C06,C04,C02,C03
000902-00-0080, C05,C04,C09,C08,C03,,,,
000902-00-0084, C05,,,,,,,,
000902-00-0097, C05,C04,,,,,,,
000902-00-0112, C05,C04,,,,,,,
000902-00-0142, C05,C01,C08,,,,,,
000902-00-0154, C05,C04,C09,C08,,,,,
000902-00-0156, C05,C01,C04,,,,,,
000902-00-0164, C05,C09,C04,C08,,,,,
000902-00-0176, C05,C04,C02,C08,,,,,
000902-00-0180, C05,,,,,,,,
000902-00-0205, C05,C08,C09,C01,C02,C03,C04,,
000902-00-0229, C05,C06,C08,C09,C03,C04,,,
000902-00-0245, C05,C04,C09,,,,,,
000902-00-0250, C05,C08,C04,,,,,,
000902-00-0255, C05,C04,,,,,,,
000902-00-0257, C05,C08,C09,,,,,,
000902-00-0260, C05,C06,C02,C08,,,,,
000902-00-0263, C05,C04,C03,C08,C09,,,,
000902-00-0298, C05,C08,C03,C07,,,,,
000902-00-0299, C05,C08,,,,,,,
000902-00-0316, C05,C08,C02,C09,C01,,,,
000902-00-0322, C05,,,,,,,,
