ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice
000101-00-0143, C05,C06,C01,,,,,
000101-00-0187, C05,C08,C03,,,,,
000101-00-0296, C05,C07,C08,,,,,
000101-00-0299, C05,,,,,,,
000101-00-0452, C05,C01,C06,C03,,,,
000101-00-0552, C05,,,,,,,
000101-00-0596, C05,C03,C02,,,,,
000101-00-0665, C05,C06,C01,C07,,,,
000101-00-0792, C05,C03,C04,,,,,
000101-00-1052, C05,C08,C07,C04,C06,,,
000101-00-1059, C05,C08,C06,C04,C07,,,
000101-00-1074, C05,C01,C06,,,,,
000101-00-1171, C05,C01,C06,C07,C08,C02,C04,C03
000101-00-1206, C02=C08,C04=C06=C07,C01=C03,C05,,,,
000101-00-1266, C05,C06,C01,C02,C07,,,
000101-00-1281, C05,C03,C01,C02,C04,,,
000101-00-1299, C05,,,,,,,
000101-00-1337, C05,C03,C08,,,,,
000101-00-1357, C05,C06,C01,,,,,
000101-00-1469, C05,C02,C03,,,,,
000101-00-1492, C05,C08,C06,C03,C04,C02,C07,
000101-00-1522, C05,C07,C01,,,,,
000101-00-1571, C05,C01,C03,,,,,
000101-00-1618, C05,C07,C02,C04,C08,C01,C06,C03
000101-00-1648, C05,C07,C06,C08,C01,,,
000702-00-0012, C05,C08,C06,C01,C04,C03,C02,
000702-00-0018, C05,C01,,,,,,
000702-00-0043, C05,C08,C07,C04,,,,
000702-00-0053, C05,C01,,,,,,
000702-00-0073, C05,C06,C07,C08,C01,C02,C03,C04
000702-00-0077, C05,C02,,,,,,
000702-00-0080, C05,,,,,,,
000702-00-0090, C05,,,,,,,
000702-00-0093, C05,C01,C03,,,,,
000702-00-0102, C05,C06,C02,C03,,,,
000702-00-0108, C05,C07,C04,C06,,,,
000702-00-0113, C05,C03,,,,,,
000702-00-0123, C05,,,,,,,
000702-00-0127, C05,C03,C01,C06,C07,C08,C02,C04
000702-00-0138, C05,C06,C04,C07,,,,
000702-00-0144, C05,C07,,,,,,
000702-00-0174, C05,C04,C08,C06,C07,,,
000702-00-0175, C05,C04,C06,,,,,
000702-00-0237, C05,C08,C07,,,,,
000702-00-0250, C05,C06,C01,,,,,
000702-00-0260, C05,C08,,,,,,
000702-00-0301, C05,C08,C07,,,,,
000702-00-0319, C05,C06,C07,C02,C03,C04,,
000702-00-0339, C05,C07,C02,C06,C08,C04,,
000702-00-0357, C05,C06,C01,C02,,,,
000702-00-0397, C05,C06,C01,,,,,
000702-00-0412, C05,C06,C04,C07,,,,
000702-00-0427, C05,C08,C06,,,,,
000702-00-0431, C05,C08,C01,,,,,
000702-00-0437, C05,C08,,,,,,
000702-00-0450, C05,C06,C07,,,,,
000702-00-0463, C05,C07,C04,C06,C08,,,
000702-00-0484, C05,C06,C03,C08,,,,
000702-00-0498, C05,C06,C01,C08,C07,C04,,
000702-00-0511, C05,C08,C06,C07,C04,,,
000702-00-0516, C05,C06,C04,C01,C08,,,
000702-00-0526, C05,C06,,,,,,
000702-00-0531, C05,C06,C04,C07,,,,
000702-00-0547, C05,C08,,,,,,
000702-00-0551, C05,C06,C01,,,,,
000702-00-0558, C05,C06,,,,,,
000702-00-0573, C05,C08,C03,,,,,
000702-00-0584, C05,C07,C08,,,,,
000702-00-0591, C05,C08,,,,,,
000702-00-0607, C05,C06,C01,C08,,,,
000702-00-0626, C05,,,,,,,
000702-00-0651, C05,,,,,,,
000702-00-0663, C05,C07,C06,C01,C04,C03,C02,
000702-00-0697, C05,C06,C01,,,,,
000702-00-0705, C05,C02,C08,,,,,
000702-00-0707, C05,C04,C03,C02,C01,C06,C07,C08
000702-00-0710, C05,C07,C03,C02,C01,C06,,
000702-00-0718, C05,,,,,,,
000702-00-0722, C05,C07,C02,C06,C08,C04,C03,C01
000702-00-0734, C05,C08,C06,,,,,
000702-00-0743, C05,C06,C01,C07,C02,C08,C03,C04
000702-00-0755, C05,C04,C06,C07,,,,
000702-00-0781, C05,C04,C06,,,,,
000702-00-0800, C05,C08,C03,,,,,
000702-00-0806, C05,C07,C04,C06,,,,
000902-00-0010, C05,C08,C07,C06,C02,C03,,
000902-00-0027, C05,C07,C04,C06,,,,
000902-00-0048, C05,C01,,,,,,
000902-00-0054, C05,C07,C06,C03,C04,C01,,
000902-00-0064, C05,C07,,,,,,
000902-00-0131, C05,C07,C08,C03,,,,
000902-00-0134, C05,C02,C03,C04,,,,
000902-00-0153, C05,C01,C06,,,,,
000902-00-0171, C05,,,,,,,
000902-00-0172, C05,,,,,,,
000902-00-0198, C05,C08,C07,C06,,,,
000902-00-0203, C05,C07,C06,C08,,,,
000902-00-0207, C05,C08,,,,,,
000902-00-0213, C05,,,,,,,
000902-00-0220, C05,C06,C07,C04,,,,
000902-00-0225, C05,C08,C03,,,,,
000902-00-0264, C05,C06,C08,C07,,,,
000902-00-0267, C05,C07,C08,C04,C06,C01,,
000902-00-0279, C05,C07,,,,,,
000902-00-0299, C05,C07,C08,,,,,
000902-00-0307, C05,,,,,,,
000902-00-0311, C05,C02,C03,,,,,
000902-00-0325, C05,C02,C07,,,,,
000902-00-0366, C05,C07,C06,C04,C02,C08,,
000902-00-0372, C05,C06,C08,,,,,
000902-00-0388, C05,C08,,,,,,
000902-00-0400, C05,C07,C04,C06,,,,
000902-00-0403, C05,C07,C04,C06,C01,,,
000902-00-0453, C05,C07,C04,C06,,,,
000902-00-0537, C05,C07,C08,C03,C01,C04,C02,C06
000902-00-0543, C05,C07,C08,C03,C01,C04,,
000902-00-0589, C05,C07,C06,C04,C08,,,
000902-00-0598, C05,C02,C03,,,,,
000902-00-0607, C05,C07,C06,C04,,,,
000902-00-0622, C05,C04,C07,,,,,
000902-00-0636, C05,C06,C04,C08,,,,
000902-00-0691, C05,C03,C02,,,,,
000902-00-0694, C05,C03,C02,,,,,
000902-00-0706, C05,C08,,,,,,
000902-00-0719, C05,C07,C06,,,,,
000902-00-0731, C05,,,,,,,
000902-00-0743, C05,C07,C08,C04,C03,C02,C06,C01
000902-00-0763, C05,C07,C06,,,,,
000902-00-0773, C05,,,,,,,
000902-00-0776, C05,C06,C01,,,,,
000902-00-0780, C05,C07,,,,,,
000902-00-0787, C05,C07,,,,,,
000902-00-0794, C05,C02,C08,,,,,
000902-00-0824, C05,C07,C04,C06,,,,
000902-00-0828, C05,C06,C04,C08,,,,
000902-00-0835, C05,,,,,,,
000902-00-0878, C05,C06,C03,C02,C07,,,
000902-00-0882, C05,C06,C02,C03,C07,C01,,
000902-00-0950, C05,C06,C04,C08,,,,
000902-00-0955, C05,C02,C03,C07,,,,
000902-00-0957, C05,C06,,,,,,
000902-00-0961, C05,C08,C01,,,,,
000902-00-1052, C05,,,,,,,
000902-00-1061, C05,C08,C02,C03,,,,
000902-00-1073, C05,C03,C06,,,,,
000902-00-1092, C05,C07,C01,C06,C02,C03,C04,
000902-00-1099, C05,C08,C01,,,,,
000902-00-1144, C05,C06,C01,,,,,
000902-00-1219, C05,C01,C06,,,,,
000902-00-1224, C05,C06,C01,C04,,,,
000902-00-1246, C05,C03,C06,C01,,,,
000902-00-1255, C05,C07,C08,,,,,
000902-00-1258, C05,C07,C08,C06,,,,
000902-00-1273, C05,,,,,,,
000902-00-1309, C05,C08,C06,,,,,
000902-00-1372, C05,C04,C07,C06,,,,
000902-00-1419, C05,C08,C07,,,,,
000902-00-1442, C05,C06,C07,C01,C04,C03,C02,C08
000902-00-1448, C05,C08,C01,,,,,
000902-00-1472, C05,C08,C07,,,,,
000902-00-1499, C05,,,,,,,
000902-00-1503, C05,C07,,,,,,
000902-00-1544, C05,,,,,,,
000902-00-1548, C05,,,,,,,
000902-00-1621, C05,C07,,,,,,
000902-00-1629, C05,C07,C06,,,,,
000902-00-1675, C05,C08,C02,C03,C07,,,
000902-00-1676, C05,C03,C02,C08,C07,,,
000902-00-1681, C05,,,,,,,
000902-00-1692, C05,C08,,,,,,
000902-00-1702, C05,C07,C08,C06,C01,C04,,
000902-00-1710, C05,C07,C08,,,,,
000902-00-1732, C05,C07,C08,,,,,
000902-00-1753, C05,C07,C04,C06,,,,
000902-00-1759, C05,C06,C04,,,,,
000902-00-1801, C05,C08,,,,,,
000902-00-1806, C05,C08,C02,C07,C06,C03,,
000902-00-1816, C05,,,,,,,
000902-00-1874, C05,C08,,,,,,
000902-00-1903, C05,C07,C08,,,,,
000902-00-1940, C05,C06,C01,,,,,
000902-00-1972, C05,C07,,,,,,
000902-00-1993, C05,C06,C08,C04,C07,,,
000902-00-2001, C05,C07,C06,C04,,,,
000902-00-2020, C05,C07,,,,,,
000902-00-2027, C05,C08,C07,C01,,,,
000902-00-2038, C05,C07,C08,C04,C06,C01,,
000902-00-2058, C05,C07,C06,C08,C04,,,
000902-00-2073, C05,C08,C07,C06,,,,
000902-00-2078, C05,C02,C03,C06,C04,C07,,
000902-00-2082, C05,C06,C07,C08,,,,
000902-00-2107, C05,C03,C04,C07,C08,,,
000902-00-2111, C05,C03,C07,C02,C04,,,
000902-00-2117, C05,C06,C08,C04,C07,,,
000902-00-2133, C05,C06,C07,,,,,
000902-00-2136, C05,C07,C06,,,,,
000902-00-2151, C05,C07,C08,C06,C04,,,
000902-00-2223, C05,C04,C07,C06,C03,,,
000902-00-2238, C05,C07,C02,C04,C03,,,
000902-00-2245, C05,,,,,,,
000902-00-2266, C05,C06,C01,,,,,
000902-00-2270, C05,,,,,,,
000902-00-2279, C05,C08,C03,C04,,,,
000902-00-2302, C05,C08,C01,C04,,,,
000902-00-2343, C05,C04,C08,C06,,,,
000902-00-2355, C05,C08,C03,C02,C07,C04,C06,
000902-00-2372, C05,C06,C08,C04,C03,C02,C07,C01
000902-00-2386, C05,C08,,,,,,
000902-00-2403, C05,C07,C04,C06,,,,
000902-00-2409, C05,C08,C07,,,,,
000902-00-2412, C05,C08,C01,,,,,
000902-00-2416, C05,C07,C08,,,,,
000902-00-2424, C05,C07=C08,C02,C03,,,,
000902-00-2514, C05,C06,C01,C08,C02,C03,C04,
000902-00-2537, C05,,,,,,,
000902-00-2578, C05,C03,,,,,,
000902-00-2623, C05,C07,C06,C08,C04,C03,C02,
000902-00-2628, C05,C06,C04,,,,,
000902-00-2631, C05,C07,C04,C06,C08,,,
000902-00-2634, C05,C07,,,,,,
000902-00-2646, C05,C06,C07,C08,C04,,,
000902-00-2649, C05,C06,C08,C02,,,,
000902-00-2673, C05,,,,,,,
000902-00-2722, C05,C06,C07,C08,,,,
000902-00-2751, C05,C07,C08,,,,,
000902-00-2783, C05,C04,C08,C07,C01,,,
000902-00-2796, C05,C02,C08,,,,,
000902-00-2819, C05,C07,C08,,,,,
000902-00-2822, C05,C08,C07,C06,,,,
000902-00-2865, C05,C06,,,,,,
000902-00-2883, C05,C06,C01,,,,,
000902-00-2889, C05,C07,C04,C08,,,,
000902-00-2895, C05,C08,C07,,,,,
000902-00-2898, C05,,,,,,,
000902-00-0013, C05,C06,C07,C01,C04,WI01,,
000902-00-0016, C05,C08,C01,C03,,,,
000401-00-0021, C05,,,,,,,
000401-00-0022, C05,C07,C04,,,,,
000401-00-0079, C05,C08,,,,,,
000401-00-0082, C05,C04,,,,,,
000401-00-0101, C05,C04,C06,,,,,
000401-00-0117, C05,C08,C02,C04,,,,
000401-00-0120, C05,C08,C02,,,,,
000401-00-0132, C05,C03,C08,C02,,,,
000401-00-0189, C05,C04,C07,,,,,
000401-00-0233, C05,C06,C04,C02,,,,
000401-00-0240, C05,,,,,,,
000401-00-0263, C05,C04,,,,,,
000401-00-0273, C05,C08,C04,C07,,,,
000401-00-0298, C05,,,,,,,
000401-00-0312, C05,C04,C07,C01,,,,
000401-00-0315, C05,C02,C01,C08,,,,
000401-00-0316, C05,,,,,,,
000401-00-0329, C05,C08,,,,,,
000401-00-0332, C05,,,,,,,
000401-00-0386, C05,C04,C06,C07,C08,C02,C01,
000401-00-0539, C05,C08,C07,C01,C06,,,
000401-00-0595, C05,C08,C04,C06,C03,,,
000401-00-0634, C05,C04,,,,,,
000401-00-0738, C05,C06,C01,,,,,
000401-00-0766, C05,C07,C06,C08,C03,C02,C04,C01
000401-00-0772, C05,C04,C07,,,,,
000401-00-0802, C05,C06,,,,,,
000401-00-0820, C05,C04,C08,C07,,,,
000401-00-0828, C05,C02,,,,,,
000401-00-0834, C05,C06,,,,,,
000401-00-0940, C05,C06,C07,C08,C01,C02,C03,C04
000401-00-0951, C05,C03,C02,C01,C04,,,
000401-00-0969, C05,C08,C07,C04,,,,
000401-00-0984, C05,C06,C01,C02,C08,C07,C04,C03
000401-00-1013, C05,C08,,,,,,
000401-00-1053, C05,C08,,,,,,
000401-00-1093, C05,,,,,,,
000401-00-1142, C05,C06,C07,C04,,,,
000401-00-1178, C05,C06,C07,C04,,,,
000401-00-1263, C05,C06,C07,C08,C01,,,
000401-00-1309, C05,,,,,,,
000401-00-1351, C05,C01,C08,C06,C07,,,
000401-00-1379, C05,C07,C04,,,,,
000401-00-1482, C05,C07,C04,,,,,
000401-00-1537, C05,C02,C08,,,,,
000401-00-1595, C05,C06,C01,,,,,
000401-00-1633, C05,C02,C08,C06,C04,C01,C03,C07
000401-00-1665, C05,C07,C04,,,,,
000401-00-1671, C05,C07,C04,,,,,
000401-00-1674, C05,C07,C06,C01,,,,
000401-00-1687, C05,C06,C04,C08,,,,
000401-00-1733, C05,C06,,,,,,
000401-00-1823, C05,C06,C01,,,,,
000401-00-1849, C05,,,,,,,
000401-00-1874, C05,C08,C06,C01,C04,C07,,
000401-00-1916, C05,C08,C01,C06,,,,
000401-00-1919, C05,C08,C06,C01,C04,C07,,
000401-00-1924, C05,C04,C06,C07,C08,C02,C01,
000401-00-1947, C05,C06,C07,C08,C04,C02,C03,C01
000401-00-1969, C05,C06,C08,C01,C02,C03,C04,C07
000401-00-2001, C05,C01,,,,,,
000401-00-2035, C05,C07,C08,,,,,
000401-00-2042, C05,C06,C08,C02,C03,C04,C07,C01
000401-00-2046, C02=C03=C04=C08,C05,C06,C07,C01,,,
000401-00-2084, C05,C08,C04,C06,C03,C01,,
000401-00-2086, C05,,,,,,,
000401-00-2093, C05,C04,,,,,,
000401-00-2094, C05,C04,,,,,,
000401-00-2108, C05,C03,C07,,,,,
000401-00-2111, C05,C04,C02,C07,,,,
000401-00-2132, C05,C08,C04,,,,,
000401-00-0005, C08=WI01,C05,C06,C01,,,,
001103-00-0001, C05,C08,C02,C03,C04,C07,C06,C01
001103-00-0032, C05,C04,C07,C06,,,,
001103-00-0060, C05,C04,C07,C08,C01,C03,C06,
001103-00-0103, C05,C07,C04,C06,C01,,,
001103-00-0139, C05,C06,C08,,,,,
001103-00-0155, C05,C07,,,,,,
001103-00-0160, C05,C01,C06,C08,,,,
001103-00-0176, C05,C02,C03,,,,,
001103-00-0184, C05,,,,,,,
001103-00-0201, C05,C07,C04,C06,C01,,,
001103-00-0210, C05,C06,,,,,,
001103-00-0291, C05,C06,C01,,,,,
001103-00-0306, C05,C03,C01,C08,C06,,,
001103-00-0315, C05,C06,C01,C08,,,,
001103-00-0352, C05,C06,C01,C08,,,,
001103-00-0364, C05,C07,,,,,,
001103-00-0369, C05,C08,C07,C02,C03,C06,C04,C01
001103-00-0395, C05,C07,C04,,,,,
001103-00-0407, C05,C07,C04,,,,,
001103-00-0483, C05,C06,C07,C04,,,,
001103-00-0491, C05,C07,C08,C06,C02,C03,C04,
001103-00-0492, C05,C07,C06,C04,,,,
001103-00-0495, C05,C08,C04,C03,C02,,,
001103-00-0532, C05,C07,C04,C06,C02,C01,,
001103-00-0572, C05,C08,C02,C03,,,,
001103-00-0574, C05,,,,,,,
001103-00-0607, C05,C08,,,,,,
001103-00-0611, C05,C06,C02,C03,C07,,,
001103-00-0642, C05,C04,C06,C07,C01,C08,C03,
001103-00-0673, C05,C06,C01,C08,,,,
001103-00-0679, C05,C04,C02,C07,,,,
001103-00-0686, C05,C04,C03,C07,C08,C02,C06,C01
001103-00-0696, C05,C06,C07,,,,,
001103-00-0702, C05,C06,C04,,,,,
001103-00-0720, C05,C06,C01,,,,,
001103-00-0757, C05,C08,,,,,,
001103-00-0766, C05,C07,C08,,,,,
001103-00-0823, C05,C04,C03,C08,C02,C06,C01,C07
001103-00-0869, C05,C08,C04,C06,,,,
001103-00-0870, C05,C08,C07,C06,,,,
001103-00-0873, C05,C03,C02,,,,,
001103-00-0883, C05,C07,,,,,,
001103-00-0927, C05,C08,C02,C04,C07,,,
001103-00-0968, C05,C06,,,,,,
001103-00-0989, C05,C01,,,,,,
001103-00-1063, C05,C06,C07,,,,,
001103-00-1072, C05,C08,C07,C04,C03,C02,,
001103-00-1080, C05,,,,,,,
001103-00-1116, C05,C01,,,,,,
001103-00-1124, C05,C07,C06,,,,,
001103-00-1160, C05,,,,,,,
001103-00-1209, C05,,,,,,,
001103-00-1220, C05,C01,C06,C07,C08,C02,C03,C04
001103-00-1227, C05,C06,,,,,,
001103-00-1257, C05,C06,C08,C07,C04,,,
001103-00-1282, C05,,,,,,,
001103-00-1295, C05,C01,C02,C04,C06,,,
001103-00-1309, C05,,,,,,,
001103-00-1338, C05,C02,C04,C06,C01,,,
001103-00-1348, C05,C08,,,,,,
001103-00-1386, C05,C08,C07,C02,C01,,,
001103-00-1415, C05,C08,C07,C02,C04,,,
001103-00-1441, C05,C06,C01,,,,,
001103-00-1470, C05,,,,,,,
001103-00-1503, C05,C06,C04,C02,C07,C03,C08,C01
001103-00-1560, C04=C07,C05,C02,C03,C08,,,
001103-00-1591, C05,,,,,,,
001103-00-1643, C05,,,,,,,
001103-00-1670, C05,C02,C06,C01,C08,C04,C03,
001103-00-1700, C05,C07,C08,C01,C02,C03,,
001103-00-1743, C05,C08,C07,,,,,
001103-00-1787, C05,C06,C02,C03,C04=C08,C07,,
001103-00-1811, C05,C08,C04,C06,C07,,,
001103-00-1826, C05,,,,,,,
001103-00-1834, C05,C01,C06,,,,,
001103-00-1853, C05,C06,C01,,,,,
001103-00-1865, C05,C04,C03,C07,C08,C02,C01,
001103-00-1870, C05,C06,C07,C04,C03,C02,,
001103-00-1876, C05,C02,,,,,,
001103-00-1897, C05,C07,C06,C04,,,,
001103-00-1899, C05,C04,C06,C07,C01,C08,C02,C03
001103-00-1962, C05,C07,C01,,,,,
001103-00-1969, C05,C08,,,,,,
001103-00-1980, C05,C02,C03,C08,,,,
001103-00-0010, C05,C04,C07,WI01,,,,
001103-00-0015, C05,C06,C03,C02,C08,,,
000502-00-0097, C05,C04,C07,,,,,
000502-00-0099, C05,C04,C07,,,,,
000502-00-0181, C05,C02,C04,C03,C06,C07,C08,C01
000502-00-0200, C05,C01,,,,,,
000502-00-0229, C05,C07,C04,C02,C01,,,
000502-00-0235, C05,C04,C07,,,,,
000502-00-0236, C05,C04,C07,C06,C08,,,
000502-00-0306, C05,C02,C08,,,,,
000502-00-0322, C05,,,,,,,
000502-00-0405, C05,C01,C06,C07,C04,,,
000502-00-0411, C05,C08,C04,C03,,,,
000502-00-0428, C05,C04,C06,C07,C01,C02,C03,C08
000502-00-0456, C05,C06,C02,,,,,
000502-00-0491, C05,C06,C01,,,,,
000502-00-0625, C05,C01,C06,,,,,
000502-00-0666, C05,C06,C01,C03,C07,,,
000502-00-0677, C05,C06,C01,,,,,
000502-00-0722, C05,C08,C07,,,,,
000502-00-0745, C05,C06,C07,C08,C01,C02,C03,C04
000502-00-0807, C05,C03,C06,C01,C04,C08,C07,C02
000502-00-0817, C05,C01,C04,,,,,
000502-00-0888, C05,C08,C04,,,,,
000502-00-0897, C05,C02,,,,,,
000502-00-0938, C05,C06,C08,C04,C03,,,
000502-00-0942, C05,,,,,,,
000502-00-0962, C05,C06,C08,,,,,
000502-00-1094, C05,C03,C01,C08,C07,C02,,
000502-00-1123, C05,C08,C01,C06,C04,C03,C02,C07
000502-00-1151, C05,C01,C06,C04,,,,
000502-00-1207, C05,C08,C03=C04,,,,,
000502-00-1229, C05,C06,C08,,,,,
000502-00-1244, C05,,,,,,,
000502-00-1250, C05,C07,C06,C04,,,,
000502-00-1317, C05,C07,C06,C04,C02,C08,,
000502-00-1353, C05,C06,C04,,,,,
000502-00-1382, C05,C07,C04,C06,,,,
000502-00-1386, C05,,,,,,,
000502-00-1405, C05,C04,C07,C03,,,,
000502-00-1445, C05,C01,C06,,,,,
000502-00-1496, C05,C02,C04,C03,C01,C08,C06,C07
000502-00-1536, C05,C06,C02,C03,C07,,,
000502-00-1560, C05,C07,C06,C04,,,,
000502-00-1598, C05,C06,C08,C07,,,,
000502-00-1616, C05,,,,,,,
000502-00-1622, C05,C06,C01,C08,C03,C02,,
000502-00-1706, C05,C04,C06,C07,C01,C02,C03,C08
000502-00-1714, C05,,,,,,,
000502-00-1731, C05,C08,C04,C03,C01,C07,C06,C02
000502-00-1754, C05,C04,C07,,,,,
000502-00-1835, C05,C06,C08,C04,,,,
000502-00-1846, C05,C07,C08,,,,,
000502-00-1852, C05,C06,,,,,,
000502-00-1856, C05,C01,C08,,,,,
000502-00-1909, C05,C04,C08,C02,,,,
000502-00-1956, C05,C08,C04,C07,C06,C02,C01,
000502-00-1958, C05,C07,C04,C06,C01,C03,C02,C08
000502-00-1963, C05,C06,C07,C04,,,,
000502-00-1988, C05,C07,C01,C06,,,,
000502-00-2008, C05,C07,C02,,,,,
000502-00-2042, C05,C07,C08,C04,C02,,,
000502-00-2050, C05,C06,C01,,,,,
000502-00-2094, C05,C08,C01,C06,C02,C03,C04,C07
000502-00-2159, C05,C04,C06,C07,C01,,,
000502-00-2184, C05,C06,C08,C07,C04,,,
000502-00-2210, C05,C07,C06,C04,C08,,,
000502-00-2251, C05,C06,C07,C08,,,,
000502-00-2276, C05,C08,C07,,,,,
000502-00-2310, C05,C06,C08,,,,,
000502-00-2332, C05,C07,C08,,,,,
000802-00-0003, C05,C08,,,,,,
000802-00-0051, C05,C08,C04,,,,,
000802-00-0055, C05,C08,C07,,,,,
000802-00-0090, C05,C06,C07,,,,,
000802-00-0098, C05,C06,C07,,,,,
000802-00-0109, C05,C08,C07,C04,,,,
000802-00-0115, C05,C08,C06,,,,,
000802-00-0137, C05,C08,C06,C07,C04,C03,C02,C01
000802-00-0158, C05,C03,C06,C07,,,,
000802-00-0186, C05,C06,,,,,,
000802-00-0201, C05,C06,C01,,,,,
000802-00-0208, C05,C08,,,,,,
000802-00-0218, C05,C08,C07,C02,C04,C03,C06,C01
000802-00-0240, C05,C06,C07,C08,C04,C03,C01,C02
000802-00-0302, C05,,,,,,,
000802-00-0314, C05,,,,,,,
000802-00-0315, C05,,,,,,,
000802-00-0325, C05,C07,C06,C08,,,,
000802-00-0329, C05,C06,C07,,,,,
000802-00-0343, C05,C07,C04,C06,,,,
000802-00-0349, C05,C06,C07,C04,,,,
000802-00-0360, C05,C08,C03,C01,C02,C06,C07,C04
000802-00-0371, C05,C08,C02,C03,,,,
000802-00-0397, C05,C06,C04,C01,C08,,,
000802-00-0414, C05,,,,,,,
000802-00-0425, C05,C08,C06,C02,C03,,,
000802-00-0437, C05,,,,,,,
000802-00-0472, C05,C08,C02,,,,,
000802-00-0475, C05,C01,C08,C03,C02,,,
000802-00-0514, C05,C06,C08,,,,,
000802-00-0571, C05,C01,C06,,,,,
000802-00-0577, C05,C01,C07,C08,C03,C06,,
000802-00-0582, C05,C08,C07,,,,,
000802-00-0584, C05,C06,,,,,,
000802-00-0603, C05,C02,,,,,,
000802-00-0644, C05,C08,C01,C06,,,,
000802-00-0651, C05,C07,C06,C04,,,,
000802-00-0693, C05,C08,C04,C07,,,,
000802-00-0727, C05,,,,,,,
000802-00-0736, C05,C04,C03,C08,C07,C06,C02,C01
000802-00-0737, C05,C08,C02,C04,C07,C06,,
000802-00-0784, C05,C06,C01,,,,,
000802-00-0812, C05,,,,,,,
000802-00-0817, C05,,,,,,,
000802-00-0876, C05,C08,C04,C07,,,,
000802-00-0880, C05,,,,,,,
000802-00-0883, C05,,,,,,,
000802-00-0895, C05,C08,,,,,,
000802-00-0919, C05,C08,C04,,,,,
000802-00-0969, C05,C01,C07,C02,C06,C03,,
000802-00-0973, C05,C07,C06,C01,C02,C03,,
000802-00-0981, C05,C08,C01,C06,C07,C03,C04,C02
000802-00-0983, C05,C06,C07,C01,,,,
000802-00-0990, C05,,,,,,,
000802-00-1023, C05,C06,C08,C07,C04,,,
000802-00-1041, C05,C07,C08,,,,,
000802-00-1055, C05,C06,C01,C03,C02,,,
000802-00-1064, C05,C06,C08,C07,C02,,,
000802-00-1068, C05,C07,C08,,,,,
000802-00-1071, C05,C03,C04,C06,C07,C08,C01,
000802-00-1082, C05,C03,C01,,,,,
000802-00-1095, C05,C08,,,,,,
000802-00-1126, C05,C08,C06,,,,,
000802-00-1131, C05,C01,C08,,,,,
000802-00-1153, C05,C07,C08,C06,C02,C03,C04,C01
000802-00-1220, C05,C08,C02,,,,,
000802-00-1229, C05,C08,C07,,,,,
000802-00-1236, C05,C07,C08,C04,C06,,,
000802-00-1259, C05,C07,C08,C04,,,,
000802-00-1296, C05,C06,C01,C03,C04,C07,,
000802-00-1305, C05,C08,,,,,,
000802-00-1351, C05,C06,C01,,,,,
000802-00-1352, C05,C08,,,,,,
000802-00-1357, C05,C07,C06,C01,,,,
000802-00-1372, C05,C04,C07,C08,,,,
000802-00-1421, C05,C08,C07,,,,,
000802-00-1457, C05,,,,,,,
000802-00-1466, C05,C02,C03,C04,C07,C06,,
000802-00-1490, C05,,,,,,,
000802-00-1495, C05,C07,C04,C08,,,,
000802-00-1515, C05,C08,C02,C03,C01,C04,,
000802-00-1517, C05,C08,C06,,,,,
000802-00-1540, C05,,,,,,,
000802-00-1544, C05,C08,,,,,,
000802-00-1557, C05,,,,,,,
000802-00-1559, C05,,,,,,,
000802-00-1561, C05,C06,C01,,,,,
000802-00-1580, C05,C08,C07,,,,,
000802-00-1585, C05,C06,C08,C07,,,,
000802-00-1588, C05,C08,C06,,,,,
000802-00-1596, C05,C08,C07,,,,,
000802-00-1618, C05,C08,C07,C04,,,,
000802-00-1889, C05,,,,,,,
000802-00-1919, C05,,,,,,,
000802-00-1939, C05,C08,,,,,,
000802-00-1940, C05,C08,,,,,,
000802-00-1949, C05,,,,,,,
000802-00-1958, C05,C06,C07,C04,C03,,,
000802-00-1968, C05,C06,C07,C04,C08,,,
000802-00-1981, C05,C06,C08,C01,C02,C07,C04,C03
000802-00-2075, C05,C06,C08,,,,,
000802-00-2099, C05,,,,,,,
000802-00-2110, C05,,,,,,,
000802-00-2130, C05,C08,C03,,,,,
000802-00-2155, C05,C07,C08,C04,,,,
000802-00-2189, C05,C07,C08,C06,C03,C04,,
000802-00-2203, C05,C06,C07,C04,,,,
000802-00-2208, C05,C06,C07,C04,,,,
000802-00-0019, C05,C08,,,,,,
000802-00-0021, C05,C08,,,,,,
000802-00-0029, C05,C06,WI02,WI01,C01,,,
000802-00-0031, C05,C08,C04,C03,C02,C07,,
000802-00-0034, C05,C06,C01,,,,,
001102-00-0006, C05,C07,C06,C08,,,,
001102-00-0017, C05,C06,C07,C08,C04,,,
001102-00-0033, C05,C07,C06,,,,,
001102-00-0056, C05,C06,,,,,,
001102-00-0066, C05,C06,C08,C01,C03,C04,C07,C02
001102-00-0084, C05,C06,C01,,,,,
001102-00-0097, C05,C01,C06,,,,,
001102-00-0117, C05,,,,,,,
001102-00-0140, C05,,,,,,,
001102-00-0160, C05,C04,C07,C06,C02,C01,C03,C08
001102-00-0182, C05,C06,C01,,,,,
001102-00-0191, C05,C06,,,,,,
001102-00-0209, C05,C03,C02,C04,C06,C07,C08,C01
001102-00-0263, C05,C06,C07,,,,,
001102-00-0268, C05,C06,C07,,,,,
001102-00-0305, C05,C06,C08,C07,C04,,,
001102-00-0310, C05,,,,,,,
001102-00-0350, C05,C06,,,,,,
