ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000601-00-1008, C07,,,,,,,,
000601-00-1036, C07,,,,,,,,
000601-00-1057, C07,,,,,,,,
000601-00-1060, C07,C02,,,,,,,
000601-00-1062, C07,C03,,,,,,,
000601-00-1065, C07,C01,C09,C04,C08,C03,,,
000601-00-1071, C07,C01,C03,C08,C04,C09,,,
000601-00-1082, C07,C01,C04,,,,,,
000601-00-1113, C07,C01,C09,,,,,,
000601-00-1147, C07,,,,,,,,
000601-00-1168, C07,C03,C01,C08,C04,,,,
000601-00-1178, C07,C04,C03,C01,,,,,
000601-00-1183, C07,C04,C03,C06,,,,,
000601-00-0084, C07,C01,C09,C04,C08,C03,,,
000601-00-0086, C07,C06,,,,,,,
000601-00-0088, C07,WI01,,,,,,,
000601-00-0089, C07,,,,,,,,
000601-00-0091, C07,C06,C02,C01,C03,C04,C05,C08,
000403-00-0033, C08,C07,C06,C05,,,,,
000203-00-0164, C08,C07,C03,C09,,,,,
000502-00-0021, C08,C07,C03,,,,,,
000502-00-0398, C08,C07,C02,C04,,,,,
000502-00-0593, C08,C07,C01,,,,,,
001103-00-0249, C08,C07,C04,C01,,,,,
001103-00-0550, C08,C07,C01,C09,C04,C06,C05,C03,
001103-00-1235, C08,C02,C07,C06,C05,C04,C03,C01,C09
001103-00-1277, C08,C07,C01,C06,,,,,
000501-00-0282, C08,C04,C07,,,,,,
000501-00-0497, C08,C07,,,,,,,
000901-00-0131, C08,C07,,,,,,,
000901-00-0261, C08,C02,C07,,,,,,
000901-00-0460, C08,C07,C01,C09,,,,,
000901-00-0520, C08,C07,C04,,,,,,
000901-00-0691, C08,C07,C09,,,,,,
000901-00-0797, C08,C07,C06,C05,,,,,
000901-00-0814, C08,C02,C07,C04,C05,,,,
000901-00-0904, C08,C07,,,,,,,
000901-00-1202, C08,C07,C09,C05,C03,C04,C02,,
000901-00-1312, C08,C07,C03,C01,,,,,
000901-00-1321, C08,C07,C06,C01,C03,C02,C05,,
000901-00-1344, C08,C07,C03,C01,C05,C06,,,
000901-00-1448, C08,C07,C03,,,,,,
000901-00-1518, C08,C07,,,,,,,
000901-00-1582, C08,C07,,,,,,,
000901-00-1643, C08,C07,C01,,,,,,
000901-00-1689, C08,C07,C09,,,,,,
000901-00-1748, C08,C07,,,,,,,
000901-00-0177, C08,C07,C03,,,,,,
000102-00-0065, C08,C07,,,,,,,
000102-00-0720, C08,C02,C07,C06,C01,C03,C05,C09,C04
000102-00-0729, C08,C07,C04,C01,,,,,
000102-00-0826, C08,C07,C01,C02,,,,,
000102-00-0921, C08,C07,C04,C02,C09,C01,C03,C05,C06
000102-00-0939, C08,C07,C01,C03,,,,,
000903-00-0080, C08,C07,C06,C01,,,,,
000903-00-0139, C08,C07,C06,C05,C03,,,,
000903-00-0171, C08,C07,C03,,,,,,
000903-00-0362, C08,C07,C03,C09,C05,C06,C02,C01,C04
000903-00-0448, C08,C07,C03,,,,,,
000903-00-0535, C08,C07,C02,C03,C01,,,,
000903-00-0553, C08,C02,C04,C07,C05,,,,
000903-00-0778, C08,C07,C03,C01,C04,C06,,,
000903-00-0817, C08,C07,C04,,,,,,
000903-00-0853, C08,C07,,,,,,,
000903-00-0973, C08,C07,C01,C03,C06,,,,
000903-00-1137, C08,C07,C04,C01,C09,,,,
000903-00-1315, C08,C07,C05,C04,C09,C02,,,
000903-00-0207, C08,C02,C04,C07,C01,C09,C05,C06,
000903-00-0216, C08,C07,C04,C03,C02,,,,
000401-00-0141, C08,C07,C09,C04,C01,,,,
000401-00-0330, C08,C07,C04,,,,,,
000401-00-0563, C08,C07,C06,C03,,,,,
000401-00-0658, C08,C07,C04,C02,,,,,
000401-00-0709, C08,C04,C02,C07,C01,,,,
000401-00-0912, C08,C07,C03,C06,C04,,,,
000103-00-0147, C08,C07,C02,C09,C04,,,,
000103-00-0169, C08,C07,C04,C02,C01,C03,C05,C06,
000103-00-0416, C08,C07,C09,C04,,,,,
000103-00-0612, C08,C07,,,,,,,
000103-00-0884, C08,C07,C06,C04,C02,C01,,,
000103-00-0965, C08,C07,C04,,,,,,
000103-00-0996, C08,C07,,,,,,,
000902-00-0093, C08,C07,,,,,,,
000902-00-0158, C08,C07,,,,,,,
000902-00-0271, C08,C04,C07,C01,C09,C02,C06,C05,C03
000902-00-0334, C08,C07,C02,C03,C06,C09,C01,C04,
000902-00-0606, C08,C07,C02,,,,,,
000902-00-0986, C08,C07,C09,C02,C01,C04,,,
000902-00-1336, C08,C07,C01,,,,,,
000902-00-1576, C08,C07,C04,C01,C02,C09,C06,C05,C03
000902-00-1615, C08,C07,C04,C03,C02,,,,
000803-00-0090, C08,C07,C01,C09,C03,C04,C05,C06,
000201-00-0433, C08,C07,C04,,,,,,
000201-00-0687, C08,C07,C06,C05,C03,C01,C09,C02,C04
000201-00-0925, C08,C07,C04,,,,,,
000701-00-0055, C08,C07,C03,C02,,,,,
000701-00-0215, C08,C04,C07,C02,,,,,
000701-00-0321, C08,C07,C01,C09,,,,,
000701-00-0878, C08,C07,C09,,,,,,
000701-00-0903, C08,C07,C02,C09,,,,,
000701-00-0975, C08,C02,C07,,,,,,
000701-00-1025, C08,C07,C03,C02,C09,C01,,,
000701-00-1046, C08,C07,C03,,,,,,
000701-00-1099, C08,C07,C05,,,,,,
000701-00-1164, C08,C02,C07,C04,C05,,,,
000701-00-1173, C08,C02,C07,C05,C01,C03,,,
000503-00-0042, C08,C07,C02,,,,,,
000503-00-0657, C08,C07,C09,,,,,,
000801-00-0054, C08,C07,C09,,,,,,
000801-00-0282, C08,C04,C07,C09,C03,,,,
000801-00-0546, C08,C07,,,,,,,
000801-00-0588, C08,C07,C09,,,,,,
000303-00-0371, C08,C07,C06,C03,C01,C04,C05,,
000303-00-0433, C08,C07,C09,,,,,,
000303-00-0478, C08,C07,C04,,,,,,
000303-00-0742, C08,C07,C06,C02,C04,C05,C01,C09,C03
001102-00-0489, C08,C07,C01,,,,,,
001102-00-0821, C08,C07,,,,,,,
001102-00-0868, C08,C04,C02,C07,,,,,
001102-00-1156, C08,C04,C07,,,,,,
001102-00-1571, C08,C07,C03,C06,,,,,
001102-00-1659, C08,C07,,,,,,,
001002-00-0120, C08,C02,C04,C07,C09,,,,
001002-00-0142, C08,C07,C03,C04,C05,,,,
001002-00-0158, C08,C07,,,,,,,
001002-00-0254, C08,C07,,,,,,,
001002-00-1160, C08,C02,C04,C07,C09,C01,C03,C05,C06
001002-00-1213, C08,C07,C04,C06,C01,C02,C03,C05,C09
001002-00-1286, C08,C07,C03,C06,C09,C04,C05,C02,C01
001002-00-1351, C08,C07,C04,C03,C02,C09,,,
001002-00-1387, C08,C07,C03,,,,,,
001002-00-1409, C08,C07,C04,C02,C05,,,,
001002-00-1528, C08,C07,C03,C06,C04,C02,C09,C01,
001002-00-1626, C08,C07,,,,,,,
001001-00-0467, C08,C04,C07,C01,,,,,
001001-00-0747, C08,C02,C04,C07,,,,,
001001-00-0797, C08,C07,C03,C02,C09,C01,,,
001001-00-0894, C08,C07,C01,C06,C03,,,,
001001-00-0968, C08,C07,,,,,,,
001001-00-1029, C08,C07,C04,C01,,,,,
001001-00-1080, C08,C07,C03,,,,,,
001001-00-1111, C08,C07,C01,C03,C02,C09,C06,C05,C04
001001-00-1132, C08,C07,C04,C01,,,,,
001001-00-1173, C08,C04,C07,C01,,,,,
001001-00-1245, C08,C07,C09,C04,C01,,,,
001001-00-1278, C08,C04,C07,C02,,,,,
001001-00-1296, C08,C07,C01,,,,,,
001001-00-1361, C08,C04,C02,C07,C03,,,,
000101-00-0034, C08,C07,C05,C03,C02,C01,,,
000101-00-0474, C08,C07,C02,,,,,,
000101-00-0722, C08,C07,C01,,,,,,
000101-00-0755, C08,C07,C04,,,,,,
000402-00-0178, C08,C07,C04,C09,C06,C05,C02,C03,C01
000402-00-0283, C08,C04,C07,,,,,,
000402-00-0359, C08,C07,C03,,,,,,
000402-00-0500, C08,C04,C07,C06,,,,,
000402-00-0675, C08,C07,C09,C02,C03,,,,
000402-00-0719, C08,C07,,,,,,,
000402-00-0801, C08,C07,,,,,,,
000402-00-1093, C08,C07,C02,,,,,,
000402-00-0107, C08,C04,C07,C02,,,,,
000302-00-0339, C08,C07,C01,C03,C05,C06,,,
000302-00-0376, C08,C07,C09,C04,C01,C06,C05,,
000302-00-0451, C08,C07,C09,C04,C01,C02,C05,C03,C06
000302-00-0518, C08,C02,C07,C03,C06,,,,
001101-00-0098, C08,C04,C07,,,,,,
001101-00-0451, C08,C07,C05,C01,C06,C03,C02,C04,C09
001101-00-0468, C08,C07,,,,,,,
000301-00-0027, C08,C07,C04,C06,C02,,,,
000301-00-0385, C08,C07,C03,,,,,,
000301-00-0729, C08,C07,,,,,,,
000301-00-0770, C08,C07,C01,C04,,,,,
000603-00-0031, C08,C07,C03,,,,,,
000603-00-0134, C08,C07,C04,C09,C02,,,,
000603-00-0238, C08,C07,C01,C02,C04,C03,C05,C09,C06
000603-00-0269, C08,C07,C09,,,,,,
000603-00-0444, C08,C02,C07,,,,,,
000603-00-0670, C08,C07,C03,C06,,,,,
000603-00-0696, C08,C07,C01,C02,C06,,,,
000603-00-0735, C08,C07,,,,,,,
000603-00-0861, C08,C07,C02,,,,,,
000603-00-0889, C08,C07,C06,,,,,,
000603-00-0936, C08,C04,C07,C01,C03,,,,
000603-00-0978, C08,C07,C04,C02,,,,,
000603-00-1029, C08,C07,C02,,,,,,
000603-00-1145, C08,C07,C05,,,,,,
000602-00-0038, C08,C07,C03,,,,,,
000602-00-0125, C08,C07,,,,,,,
000602-00-0144, C08,C07,C09,C02,C04,,,,
000602-00-0187, C08,C07,,,,,,,
000602-00-0194, C08,C04,C07,C02,,,,,
000602-00-0397, C08,C07,,,,,,,
000602-00-0508, C08,C04,C07,C06,,,,,
000602-00-0518, C08,C07,,,,,,,
000602-00-0543, C08,C07,C05,C01,C02,C03,C04,C06,C09
000602-00-0559, C08,C07,C03,C09,C05,C06,,,
000602-00-0844, C08,C07,C04,C09,C01,,,,
000602-00-0895, C08,C07,C03,,,,,,
000602-00-0096, C08,C07,C04,C09,C02,C06,,,
000702-00-0032, C08,C07,C03,C04,,,,,
000702-00-0086, C08,C07,C09,C02,C04,,,,
000702-00-0201, C08,C07,,,,,,,
000702-00-0213, C08,C07,C01,C09,,,,,
000702-00-0249, C08,C07,C06,C09,C02,C04,,,
000702-00-0282, C08,C02,C04,C07,,,,,
000702-00-0304, C08,C07,C04,,,,,,
000802-00-0010, C08,C07,C01,C03,C09,C02,C06,C05,C04
000802-00-0135, C08,C07,C01,,,,,,
000802-00-0165, C08,C07,,,,,,,
000802-00-0262, C08,C07,C03,C01,C04,,,,
000802-00-0272, C08,C07,C03,C09,C06,,,,
000802-00-0615, C08,C07,C01,C04,,,,,
000802-00-0733, C08,C07,C03,,,,,,
000802-00-0749, C08,C07,C03,,,,,,
000802-00-0763, C08,C07,C01,C02,C05,C04,C06,C03,
000802-00-0804, C08,C07,C09,C01,C03,C06,C05,C04,
001003-00-0029, C08,C07,C01,C03,C04,C02,C09,C05,C06
001003-00-0123, C08,C07,,,,,,,
001003-00-0470, C08,C07,C03,,,,,,
001003-00-0561, C08,C07,C03,C04,C09,C01,,,
001003-00-0651, C08,C07,C03,C01,,,,,
001003-00-0999, C08,C07,C04,C03,,,,,
001003-00-1053, C08,C07,C03,C02,C04,C01,C09,C06,C05
001003-00-1083, C08,C04,C07,,,,,,
001003-00-0055, C08,C07,C09,C02,C01,C04,C03,WI01,WI02
000601-00-0052, C08,C07,,,,,,,
000601-00-0242, C08,C07,C04,C01,,,,,
000601-00-0425, C08,C07,C01,,,,,,
000601-00-0543, C08,C04,C07,C01,,,,,
000601-00-0560, C08,C07,C06,C04,C02,,,,
000601-00-0585, C08,C07,C01,C09,C02,C04,,,
000601-00-0852, C08,C07,C06,C01,C02,C03,C04,C09,C05
000601-00-0881, C08,C07,,,,,,,
000601-00-0957, C08,C07,C03,C02,C01,C04,,,
000601-00-0999, C08,C07,,,,,,,
000601-00-1109, C08,C07,C03,C09,C04,C02,,,
000403-00-0124, C08,C07,C03,,,,,,
000403-00-0170, C08,C07,C09,,,,,,
000502-00-0060, C08,C07,C06,,,,,,
000502-00-0335, C08,C07,C04,,,,,,
000502-00-0448, C08,C07,,,,,,,
000502-00-0477, C08,C07,C04,C06,C02,C01,,,
000502-00-0669, C08,C04,C07,C02,C03,,,,
000502-00-1043, C08,C04,C07,C09,C03,C05,C06,,
001103-00-1247, C08,C07,C09,C04,C01,C06,,,
000501-00-0134, C08,C07,C06,,,,,,
000501-00-0243, C08,C07,C02,C03,C09,C05,C01,,
000501-00-0359, C08,C07,C04,C02,C09,C03,C06,C05,C01
000501-00-0514, C08,C07,C02,,,,,,
000501-00-0695, C08,C07,C04,C03,,,,,
000901-00-0124, C08,C07,,,,,,,
000901-00-0210, C08,C07,C03,,,,,,
000901-00-0237, C08,C07,C09,C04,C01,C02,,,
000901-00-0504, C08,C07,C04,C05,,,,,
000901-00-0619, C08,C07,C04,C03,,,,,
000901-00-0706, C08,C07,,,,,,,
000901-00-0723, C08,C07,C03,,,,,,
000901-00-0860, C08,C07,,,,,,,
000901-00-0924, C08,C07,C04,,,,,,
000901-00-1183, C08,C07,C01,C03,C05,C04,,,
000901-00-1230, C08,C07,,,,,,,
000901-00-1257, C08,C02,C04,C07,,,,,
000901-00-1270, C08,C07,C01,,,,,,
000901-00-1371, C08,C07,C01,C04,,,,,
000901-00-1408, C08,C07,C03,C05,C09,C06,C01,,
000901-00-1427, C08,C04,C07,C01,C09,,,,
000901-00-1669, C08,C02,C07,,,,,,
000901-00-1729, C08,C07,C02,,,,,,
000901-00-0158, C08,C07,,,,,,,
000102-00-0129, C08,C07,C04,C05,,,,,
000102-00-0380, C08,C07,C01,C03,,,,,
000102-00-0569, C08,C07,C03,C01,C02,C04,C05,C06,C09
000102-00-0628, C08,C07,C09,,,,,,
000102-00-0749, C08,C07,C03,,,,,,
000102-00-0892, C08,C07,C04,C05,,,,,
000903-00-0063, C08,C04,C07,C06,,,,,
000903-00-0085, C08,C04,C07,C01,C09,C06,,,
000903-00-0155, C08,C07,C01,,,,,,
000903-00-0202, C08,C07,C01,C02,C03,,,,
000903-00-0339, C08,C07,C06,C04,C01,,,,
000903-00-0452, C08,C07,C03,C02,,,,,
000903-00-0557, C08,C07,,,,,,,
000903-00-0659, C08,C07,C09,C04,,,,,
000903-00-0714, C08,C02,C07,,,,,,
000903-00-0830, C08,C04,C07,,,,,,
000903-00-1041, C08,C07,C03,C05,,,,,
000903-00-1113, C08,C07,C09,,,,,,
000403-00-0021, C08,C07,,,,,,,
000403-00-0023, C08,C09,C07,,,,,,
000403-00-0035, C08,,,,,,,,
000403-00-0039, C08,,,,,,,,
000403-00-0041, C08,,,,,,,,
000403-00-0057, C08,C04,,,,,,,
000403-00-0074, C08,,,,,,,,
000403-00-0084, C08,C02,C03,C01,,,,,
000403-00-0101, C08,C02,C04,,,,,,
000403-00-0143, C08,C03,C07,,,,,,
000403-00-0168, C08,,,,,,,,
000403-00-0172, C08,C03,C06,C05,C02,C01,C07,C04,C09
000403-00-0198, C08,C09,C02,C04,,,,,
000403-00-0236, C08,,,,,,,,
000403-00-0290, C08,C04,C06,,,,,,
000403-00-0311, C08,C07,C02,C03,C04,C05,C06,C09,C01
000403-00-0319, C08,,,,,,,,
000403-00-0322, C08,,,,,,,,
000403-00-0329, C08,C09,,,,,,,
000403-00-0338, C08,,,,,,,,
000403-00-0370, C08,,,,,,,,
000403-03-3004, C08,,,,,,,,
000203-00-0013, C08,C04,C03,C09,,,,,
000203-00-0022, C08,C02,C07,C04,C09,,,,
000203-00-0035, C08,C01,C07,C09,C04,C02,C03,C05,C06
000203-00-0085, C08,C09,C03,C04,C06,C07,,,
000203-00-0116, C08,C04,C03,C09,,,,,
000203-00-0128, C08,C07,C01,C06,C03,C05,C02,C04,C09
000203-00-0162, C08,C03,C09,C04,C01,C07,C02,C06,C05
000203-00-0200, C08,C02,C04,C09,C07,,,,
000203-00-0211, C08,C02,,,,,,,
000203-00-0222, C08,C09,C02,,,,,,
000203-00-0225, C08,,,,,,,,
000203-00-0231, C08,C09,C02,C04,,,,,
000502-00-0084, C08,C02,C04,,,,,,
000502-00-0121, C08,C03,C06,C07,C09,C02,,,
000502-00-0124, C08,,,,,,,,
000502-00-0132, C08,C09,C07,C04,,,,,
000502-00-0180, C08,C09,C05,C01,C06,C03,,,
000502-00-0183, C08,,,,,,,,
000502-00-0197, C08,,,,,,,,
000502-00-0262, C08,C09,C07,C04,C03,C01,C02,,
000502-00-0298, C08,C09,,,,,,,
000502-00-0306, C08,C07,C02,C01,C05,,,,
000502-00-0346, C08,C07,C06,C05,C04,C03,C02,C01,
000502-00-0404, C08,,,,,,,,
000502-00-0406, C08,,,,,,,,
000502-00-0461, C08,C07,C04,C02,C06,,,,
000502-00-0484, C08,C02,C07,C01,C04,C09,,,
000502-00-0528, C08,C07,C04,C06,C03,C01,,,
000502-00-0562, C08,C09,C03,C01,C07,,,,
000502-00-0580, C08,C09,,,,,,,
000502-00-0622, C08,,,,,,,,
000502-00-0634, C08,,,,,,,,
000502-00-0661, C08,C07,C05,C09,C02,C03,,,
000502-00-0672, C08,C01,C07,C04,C06,C09,,,
000502-00-0742, C08,C02,C07,,,,,,
000502-00-0756, C08,,,,,,,,
000502-00-0760, C08,C09,C03,C07,,,,,
000502-00-0805, C08,,,,,,,,
000502-00-0835, C08,C07,C01,C09,C04,,,,
000502-00-0848, C08,C03,C01,,,,,,
000502-00-0897, C08,C09,C04,,,,,,
000502-00-0909, C08,C03,C09,,,,,,
000502-00-0949, C08,C02,,,,,,,
000502-00-0980, C08,C04,,,,,,,
000502-00-1020, C08,C04,C07,,,,,,
000502-00-1032, C08,C02,,,,,,,
000502-00-1047, C08,C03,C01,C09,C07,C06,,,
000502-00-1093, C08,C04,C07,C09,,,,,
000502-00-1111, C08,,,,,,,,
000502-00-1112, C08,,,,,,,,
000502-00-1126, C08,,,,,,,,
000502-00-1129, C08,C04,,,,,,,
000502-00-1136, C08,C02,C09,C04,C07,,,,
000502-00-1146, C08,,,,,,,,
000502-00-1176, C08,C09,C02,C04,C01,C03,C05,C06,C07
000502-00-1204, C08,C02,C09,C03,C04,C06,C01,C07,C05
000502-00-1209, C08,C01,C04,C09,C02,,,,
000502-00-1246, C08,C01,C07,,,,,,
000502-00-1258, C08,C07,C05,C04,C09,C02,,,
000502-00-1302, C08,C09,,,,,,,
001103-00-0002, C08,C02,C04,,,,,,
001103-00-0041, C08,C01,C02,,,,,,
001103-00-0061, C08,C03,C09,,,,,,
001103-00-0091, C08,C07,C06,C03,C01,C05,,,
001103-00-0144, C08,C07,C02,C04,C09,,,,
001103-00-0191, C08,,,,,,,,
001103-00-0198, C08,,,,,,,,
001103-00-0226, C08,C03,C02,C09,C01,,,,
001103-00-0269, C08,C03,C04,C05,C07,C01,,,
001103-00-0280, C08,C02,,,,,,,
001103-00-0285, C08,C09,C02,C06,C01,,,,
001103-00-0300, C08,,,,,,,,
001103-00-0310, C08,,,,,,,,
001103-00-0334, C08,C04,C09,C07,C02,C06,C01,C05,C03
001103-00-0398, C08,C03,C09,C01,,,,,
001103-00-0438, C08,C01,C02,C05,C06,C07,C04,C09,C03
001103-00-0461, C08,,,,,,,,
001103-00-0468, C08,C03,C04,C05,C07,C01,,,
001103-00-0533, C08,C02,,,,,,,
001103-00-0539, C08,C02,,,,,,,
001103-00-0548, C08,C01,C07,C09,C04,C05,C06,C03,
001103-00-0572, C08,C02,C03,C07,,,,,
001103-00-0590, C08,C02,C07,,,,,,
001103-00-0619, C08,C02,C01,,,,,,
001103-00-0632, C08,C07,C06,C01,C03,C04,C05,C09,
001103-00-0674, C08,C03,C01,C06,,,,,
001103-00-0686, C08,C02,C05,C03,C04,,,,
001103-00-0717, C08,C02,C05,C09,,,,,
001103-00-0727, C08,,,,,,,,
001103-00-0761, C08,C02,C03,C01,C09,,,,
001103-00-0794, C08,C03,C01,C09,C07,,,,
001103-00-0833, C08,,,,,,,,
001103-00-0834, C08,C01,C07,C09,C02,,,,
001103-00-0896, C08,C01,C09,,,,,,
001103-00-0907, C08,,,,,,,,
001103-00-0910, C08,C01,C09,C03,,,,,
001103-00-0967, C08,,,,,,,,
001103-00-0995, C08,C07,C06,C03,C04,C02,C05,C01,C09
001103-00-0997, C08,C02,,,,,,,
001103-00-1041, C08,C05,C02,C07,,,,,
001103-00-1090, C08,C01,C07,C03,,,,,
001103-00-1107, C08,C02,,,,,,,
001103-00-1130, C08,C03,,,,,,,
001103-00-1164, C08,C09,,,,,,,
001103-00-1186, C08,,,,,,,,
001103-00-1198, C08,C02,C04,,,,,,
001103-00-1210, C08,,,,,,,,
001103-00-1223, C08,C02,C04,,,,,,
001103-00-1255, C08,C09,C02,C04,C03,C01,C07,C06,
001103-00-1263, C08,,,,,,,,
001103-00-1294, C08,,,,,,,,
001103-00-1297, C08,C07,C02,,,,,,
001103-00-1301, C08,,,,,,,,
001103-00-1310, C08,C04,C03,C01,C07,C06,C05,,
001103-00-1317, C08,,,,,,,,
001103-00-1337, C08,C09,C02,C04,C03,C01,C07,C06,C05
001103-00-1354, C08,C02,,,,,,,
000501-00-0008, C08,C02,C03,,,,,,
000501-00-0063, C08,C09,C02,C04,,,,,
000501-00-0110, C08,C07,C01,C02,C04,C09,C03,,
000501-00-0145, C08,C07,,,,,,,
000501-00-0181, C08,C07,C03,,,,,,
000501-00-0261, C08,C04,,,,,,,
000501-00-0264, C08,C04,C02,,,,,,
000501-00-0276, C08,C06,C01,C03,C05,C07,C09,C04,C02
000501-00-0340, C08,C07,C02,C06,C05,C04,C03,,
000501-00-0377, C08,C09,C03,C02,,,,,
000501-00-0392, C08,C04,,,,,,,
000501-00-0408, C08,C09,C05,C03,C07,C06,,,
000501-00-0409, C08,,,,,,,,
000501-00-0468, C08,,,,,,,,
000501-00-0476, C08,C02,,,,,,,
000501-00-0479, C08,,,,,,,,
000501-00-0488, C08,C01,,,,,,,
000501-00-0521, C08,,,,,,,,
000501-00-0590, C08,C09,C07,,,,,,
000501-00-0594, C08,C04,C02,,,,,,
000501-00-0615, C08,,,,,,,,
000501-00-0624, C08,,,,,,,,
000501-00-0656, C08,,,,,,,,
000501-00-0687, C08,C02,C04,,,,,,
000501-00-0699, C08,C03,C02,C09,,,,,
000501-00-0765, C08,C03,C07,C09,,,,,
000501-00-0784, C08,,,,,,,,
000501-00-0823, C08,C09,C05,,,,,,
000501-00-0835, C08,C04,C02,C06,C05,C09,C07,,
000501-00-0846, C08,,,,,,,,
000501-00-0865, C08,C04,C02,,,,,,
000501-00-0866, C08,,,,,,,,
000501-00-0887, C08,C03,C04,,,,,,
000501-00-0893, C08,,,,,,,,
000501-00-0917, C08,,,,,,,,
000501-00-0953, C08,C09,,,,,,,
000501-00-0964, C08,,,,,,,,
000501-00-0967, C08,C09,C07,,,,,,
000501-00-0974, C08,,,,,,,,
000501-00-1017, C08,C09,C04,C02,C03,C05,C06,C07,
000901-00-0003, C08,C02,,,,,,,
000901-00-0044, C08,,,,,,,,
000901-00-0055, C08,C01,C03,C09,C05,C02,C04,C06,C07
000901-00-0069, C08,C09,,,,,,,
000901-00-0102, C08,C09,C03,,,,,,
000901-00-0118, C08,C09,C03,C01,C07,C05,C04,C02,
000901-00-0129, C08,C07,,,,,,,
000901-00-0143, C08,C09,C05,,,,,,
000901-00-0160, C08,,,,,,,,
000901-00-0179, C08,C02,C09,,,,,,
000901-00-0189, C08,,,,,,,,
000901-00-0196, C08,C09,C03,,,,,,
000901-00-0214, C08,C03,C01,,,,,,
000901-00-0232, C08,C09,C03,C07,,,,,
000901-00-0239, C08,C01,C07,C09,,,,,
000901-00-0245, C08,,,,,,,,
000901-00-0248, C08,,,,,,,,
000901-00-0282, C08,C02,C05,C03,C07,,,,
000901-00-0283, C08,,,,,,,,
000901-00-0294, C08,C09,,,,,,,
000901-00-0324, C08,C09,C07,C04,C02,,,,
000901-00-0336, C08,,,,,,,,
000901-00-0338, C08,,,,,,,,
000901-00-0394, C08,,,,,,,,
000901-00-0403, C08,C03,C01,,,,,,
000901-00-0445, C08,C01,C09,C06,C02,C04,C03,,
000901-00-0473, C08,C01,C09,C03,,,,,
000901-00-0496, C08,C03,C05,C04,C09,C07,C06,,
000901-00-0506, C08,C03,C07,C01,C06,C09,C04,C05,C02
000901-00-0519, C08,C09,C04,C01,,,,,
000901-00-0528, C08,C02,C06,,,,,,
000901-00-0573, C08,C07,C03,C06,,,,,
000901-00-0582, C08,,,,,,,,
000901-00-0601, C08,C01,C06,,,,,,
000901-00-0633, C08,C09,C04,C07,C01,,,,
000901-00-0637, C08,,,,,,,,
000901-00-0643, C08,C09,C04,,,,,,
000901-00-0644, C08,,,,,,,,
000901-00-0648, C08,,,,,,,,
000901-00-0653, C08,C04,C02,,,,,,
000901-00-0687, C08,C09,,,,,,,
000901-00-0696, C08,C09,C04,C03,C01,C07,,,
000901-00-0708, C08,C03,C01,C07,,,,,
000901-00-0713, C08,C07,C01,C03,,,,,
000901-00-0728, C08,C07,C04,,,,,,
000901-00-0753, C08,,,,,,,,
000901-00-0754, C08,,,,,,,,
000901-00-0779, C08,C09,C01,C03,C04,C05,,,
000901-00-0783, C08,C02,,,,,,,
000901-00-0786, C08,C02,C05,C07,,,,,
000901-00-0809, C08,,,,,,,,
000901-00-0836, C08,,,,,,,,
000901-00-0863, C08,C03,,,,,,,
000901-00-0877, C08,,,,,,,,
000901-00-0902, C08,C07,,,,,,,
000901-00-0919, C08,C06,C02,C01,C09,C07,,,
000901-00-0928, C08,C07,C04,,,,,,
000901-00-0950, C08,,,,,,,,
000901-00-0956, C08,C05,C02,,,,,,
000901-00-0979, C08,,,,,,,,
000901-00-0985, C08,C09,,,,,,,
000901-00-1017, C08,C01,C09,,,,,,
000901-00-1034, C08,C05,C03,C04,C07,,,,
000901-00-1039, C08,,,,,,,,
000901-00-1056, C08,C05,C03,C04,C07,C01,,,
000901-00-1078, C08,C01,,,,,,,
000901-00-1102, C08,,,,,,,,
000901-00-1124, C08,,,,,,,,
000901-00-1127, C08,,,,,,,,
000901-00-1144, C08,C01,C09,C02,C04,C03,,,
000901-00-1163, C08,,,,,,,,
000901-00-1169, C08,,,,,,,,
000901-00-1178, C08,,,,,,,,
000901-00-1191, C08,C03,C01,C04,C07,C06,,,
000901-00-1220, C08,C01,C07,,,,,,
000901-00-1233, C08,C09,C04,C07,C02,,,,
000901-00-1252, C08,C02,,,,,,,
000901-00-1254, C08,,,,,,,,
000901-00-1260, C08,C07,C02,,,,,,
000901-00-1290, C08,C09,C07,C02,C06,C04,C03,C01,C05
000901-00-1296, C08,,,,,,,,
000901-00-1299, C08,,,,,,,,
000901-00-1307, C08,,,,,,,,
000901-00-1308, C08,,,,,,,,
000901-00-1319, C08,C09,C01,C02,C04,,,,
000901-00-1337, C08,C01,C07,C04,,,,,
000901-00-1358, C08,C09,C01,,,,,,
000901-00-1382, C08,C05,,,,,,,
000901-00-1391, C08,,,,,,,,
000901-00-1394, C08,C09,C01,C05,,,,,
000901-00-1410, C08,C03,C01,C02,C04,C09,,,
000901-00-1414, C08,,,,,,,,
000901-00-1417, C08,C03,,,,,,,
000901-00-1435, C08,C09,C02,C04,,,,,
000901-00-1457, C08,,,,,,,,
000901-00-1459, C08,C04,C01,,,,,,
000901-00-1470, C08,,,,,,,,
000901-00-1484, C08,C01,C04,C09,C07,C02,C03,C05,C06
000901-00-1514, C08,,,,,,,,
000901-00-1522, C08,,,,,,,,
000901-00-1531, C08,C02,,,,,,,
000901-00-1533, C08,C02,,,,,,,
