ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice
000701-00-1120,C21,C12,C05,C04,C23,C22,C18,C07,C11,,,,,,,,,,,,,,
000701-00-1122,C10,C06,C14,,,,,,,,,,,,,,,,,,,,
000701-00-1123,C02,C03,C04,,,,,,,,,,,,,,,,,,,,
000701-00-1125,C04,C08,C19,C15,,,,,,,,,,,,,,,,,,,
000701-00-1128,C03,C10,C19,C12,C15,,,,,,,,,,,,,,,,,,
000701-00-1129,C14,C06,C02,C04,C10,C08,,,,,,,,,,,,,,,,,
000701-00-1131,C03,C20,C10,,,,,,,,,,,,,,,,,,,,
000701-00-1133,C02,C10,C14,C21,C22,C01,C06,C08,C12,,,,,,,,,,,,,,
000701-00-1134,C03,C21,C15,C14,C12,,,,,,,,,,,,,,,,,,
000701-00-1136,C19,C20,C02,C08,C10,C15,C12,C21,C03,C04,,,,,,,,,,,,,
000701-00-1141,C08,C11,C13,C16,C17,C18,,,,,,,,,,,,,,,,,
000701-00-1142,C10,C02,C06,C14,C08,C22,C05,C15,C19,C04,C13,C21,C23,C03,C07,C09,C11,C12,C16,C17,C18,,
000701-00-1145,C11,C08,C06,,,,,,,,,,,,,,,,,,,,
000701-00-1146,C21,C03,C10,C14,,,,,,,,,,,,,,,,,,,
000701-00-1148,C06,,,,,,,,,,,,,,,,,,,,,,
000701-00-1150,C06,,,,,,,,,,,,,,,,,,,,,,
000701-00-1153,C10,C14,C03,C02,,,,,,,,,,,,,,,,,,,
000701-00-1155,C02,C21,C08,C16,C03,C06,C10,,,,,,,,,,,,,,,,
000701-00-1156,C10,C20,C12,,,,,,,,,,,,,,,,,,,,
000701-00-1157,C19,C03,C06,C04,C10,C15,C14,C22,,,,,,,,,,,,,,,
000701-00-1158,C21,C19,C06,C14,C11,C07,C05,,,,,,,,,,,,,,,,
000701-00-1160,C06,C19,C02,C21,C14,C01,C08,C04,C15,,,,,,,,,,,,,,
000701-00-1161,C10,C02,C06,,,,,,,,,,,,,,,,,,,,
000701-00-1163,C10,C21,C03,C02,C15,,,,,,,,,,,,,,,,,,
000701-00-1166,C21,C12,,,,,,,,,,,,,,,,,,,,,
000701-00-1167,C11,C16,C04,,,,,,,,,,,,,,,,,,,,
000701-00-1170,C03,C06,C04,C21,C02,C19,C10,C12,C05,C20,C09,C15,C14,C01,,,,,,,,,
000701-00-1171,C12,C14,C15,C19,C21,,,,,,,,,,,,,,,,,,
000701-00-1173,C03,C06,C14,C08,C15,C04,C19,C12,C02,C21,C20,C13,C01,C10,,,,,,,,,
000701-00-1175,C16,C10,,,,,,,,,,,,,,,,,,,,,
000701-00-1176,C10,C12,C03,C20,C19,,,,,,,,,,,,,,,,,,
000701-00-1178,C14,C06,C22,,,,,,,,,,,,,,,,,,,,
000701-00-1180,C01,,,,,,,,,,,,,,,,,,,,,,
000701-00-1183,C10,C03,C20,,,,,,,,,,,,,,,,,,,,
000701-00-1184,C01,C11,C13,C16,C09,C08,C07,C06,C05,C04,C23,C22,C21,C18,C17,,,,,,,,
000701-00-1187,C01,C10,C15,C12,C19,C02,C03,C20,C13,,,,,,,,,,,,,,
000701-00-1189,C14,C08,C02,C04,C22,,,,,,,,,,,,,,,,,,
000701-00-1190,C14,C22,C06,C12,C15,C10,C02,C03,C20,C19,C01,,,,,,,,,,,,
000701-00-1193,C14,C22,C06,C03,C12,C15,C01,C19,,,,,,,,,,,,,,,
000701-00-1194,C04,,,,,,,,,,,,,,,,,,,,,,
000701-00-1196,C14,C06,C22,C15,C01,,,,,,,,,,,,,,,,,,
000701-00-1197,C04,C10,C19,C22,C02,C14,,,,,,,,,,,,,,,,,
000701-00-1199,C03,C15,C12,C19,,,,,,,,,,,,,,,,,,,
000701-00-1202,C21,C14,C19,C15,C10,C02,C01,C08,,,,,,,,,,,,,,,
000701-00-1204,C10,C03,C22,C01,C02,C11,C13,C14,C08,C07,C06,,,,,,,,,,,,
000701-00-1206,C14,C15,C03,C02,C01,,,,,,,,,,,,,,,,,,
000701-00-1207,C21,,,,,,,,,,,,,,,,,,,,,,
000701-00-1209,C12,C15,C03,C01,,,,,,,,,,,,,,,,,,,
000701-00-1212,C02,C08,C04,C03,C19,C06,C12,C20,C10,,,,,,,,,,,,,,
000701-00-1213,C21,C10,,,,,,,,,,,,,,,,,,,,,
000701-00-1216,C08,C02,C15,C12,C14,C03,,,,,,,,,,,,,,,,,
000701-00-1218,C10,C11,C15,C03,C06,,,,,,,,,,,,,,,,,,
000701-00-1220,C10,C11,C03,,,,,,,,,,,,,,,,,,,,
000701-00-1222,C06,C14,C08,C21,C22,C23,C04,C07,C11,C16,C02,C18,,,,,,,,,,,
000701-00-1225,C10,C15,C19,C01,C03,C02,,,,,,,,,,,,,,,,,
000701-00-1226,C21,,,,,,,,,,,,,,,,,,,,,,
000701-00-0029,,,,,,,,,,,,,,,,,,,,,,,
000701-00-0030,C14,C21,C06,C22,WI0,,,,,,,,,,,,,,,,,,
000701-00-0031,C10,WI0,,,,,,,,,,,,,,,,,,,,,
000701-00-0032,C15,C04,C02,C14,C12,C06,C21,C20,C19,C03,C01,C10,C08,C17,WI0,,,,,,,,
000701-00-0033,C19,C10,C15,,,,,,,,,,,,,,,,,,,,
000701-00-0034,C14,C04,C03,C19,C05,C21,C01,WI0,C08,,,,,,,,,,,,,,
000701-00-0035,C02,C22,C08,C14,C04,C03,C06,C05,C07,C09,C10,C11,C13,C16,C17,C21,C01,C15,C12,,,,
000701-00-0036,C03,,,,,,,,,,,,,,,,,,,,,,
000701-00-0037,C10,WI0,WI0,,,,,,,,,,,,,,,,,,,,
000701-00-0038,C12,C15,C20,C21,C03,WI0,C23,,,,,,,,,,,,,,,,
000701-00-0039,C03,C19,C21,C12,C15,C01,C10,,,,,,,,,,,,,,,,
000701-00-0040,C06,WI0,C07,C22,C04,C11,C10,C23,C21,C15,C13,C16,C18,C17,C01,C02,C03,C20,C19,C14,C12,,
000701-00-0041,C15,C10,C01,C20,C03,WI0,,,,,,,,,,,,,,,,,
000701-00-0042,C15,C03,C19,C01,C12,,,,,,,,,,,,,,,,,,
000701-00-0043,C14,C08,C03,C10,C15,C01,C02,C12,C19,C20,,,,,,,,,,,,,
000701-00-0044,C21,C04,C22,C15,C14,C06,C07,C03,,,,,,,,,,,,,,,
001003-00-0002,C08,C22,C04,C02,C21,,,,,,,,,,,,,,,,,,
001003-00-0004,C01,C20,C16,,,,,,,,,,,,,,,,,,,,
001003-00-0006,C22,C14,C03,C11,C15,C20,,,,,,,,,,,,,,,,,
001003-00-0009,C21,C08,C01,C10,C03,C14,C06,,,,,,,,,,,,,,,,
001003-00-0010,C08,C02,C04,C14,C22,,,,,,,,,,,,,,,,,,
001003-00-0012,C21,C11,C04,C08,C17,C22,C05,C06,C07,,,,,,,,,,,,,,
001003-00-0014,C10,C15,C03,C12,C19,C20,C01,,,,,,,,,,,,,,,,
001003-00-0015,C08,C10,C12,C15,C13,C03,C02,C01,C14,C16,C23,,,,,,,,,,,,
001003-00-0016,C21,,,,,,,,,,,,,,,,,,,,,,
001003-00-0017,C12,C19,C21,C06,C08,,,,,,,,,,,,,,,,,,
001003-00-0021,C19,C03,C08,,,,,,,,,,,,,,,,,,,,
001003-00-0022,C14,C15,C08,C12,C11,,,,,,,,,,,,,,,,,,
001003-00-0025,C03,C21,C01,,,,,,,,,,,,,,,,,,,,
001003-00-0027,C10,C12,C15,C02,C20,,,,,,,,,,,,,,,,,,
001003-00-0029,C04,C19,C10,C12,C13,C14,C15,C03,C02,C01,C23,C22,C21,C18,C17,C16,C20,C05,C06,C07,C08,C09,
001003-00-0031,C15,C20,C01,C03,C12,C19,C21,C13,C09,,,,,,,,,,,,,,
001003-00-0034,C15,C01,C03,C08,C12,C19,C20,C06,,,,,,,,,,,,,,,
001003-00-0035,C03,C10,C15,C19,C01,C18,C20,C21,C06,,,,,,,,,,,,,,
001003-00-0036,C14,C16,C22,C15,C21,C19,C10,C03,C17,C12,C01,C20,C08,,,,,,,,,,
001003-00-0037,C08,C14,C04,C03,,,,,,,,,,,,,,,,,,,
001003-00-0039,C08,C14,C02,C04,C21,C22,,,,,,,,,,,,,,,,,
001003-00-0040,C15,C19,,,,,,,,,,,,,,,,,,,,,
001003-00-0042,C10,C03,C15,C19,C21,C06,C01,C12,C17,C20,,,,,,,,,,,,,
001003-00-0043,C10,C02,C08,C05,C04,C03,C21,C19,C14,,,,,,,,,,,,,,
001003-00-0046,C06,C08,C19,C01,C04,C03,C10,C22,C21,,,,,,,,,,,,,,
001003-00-0047,C10,,,,,,,,,,,,,,,,,,,,,,
001003-00-0049,C12,C01,C19,,,,,,,,,,,,,,,,,,,,
001003-00-0050,C03,C19,C15,C01,C21,,,,,,,,,,,,,,,,,,
001003-00-0052,C21,C14,C19,C03,C04,C15,C22,C10,C06,C12,C01,C08,C05,,,,,,,,,,
001003-00-0054,C14,C03,,,,,,,,,,,,,,,,,,,,,
001003-00-0056,C19,C23,C05,,,,,,,,,,,,,,,,,,,,
001003-00-0058,C10,C03,,,,,,,,,,,,,,,,,,,,,
001003-00-0059,C10,C21,C08,C03,C01,C14,C12,,,,,,,,,,,,,,,,
001003-00-0062,C03,C02,C01,C20,C19,C10,,,,,,,,,,,,,,,,,
001003-00-0063,C10,,,,,,,,,,,,,,,,,,,,,,
001003-00-0066,C03,C10,C01,,,,,,,,,,,,,,,,,,,,
001003-00-0067,C09,C05,C11,C16,C23,C03,C15,C12,C19,C01,C10,C20,C06,C17,C14,C21,C08,,,,,,
001003-00-0069,C01,C19,C14,C21,,,,,,,,,,,,,,,,,,,
001003-00-0071,C14,C12,C20,,,,,,,,,,,,,,,,,,,,
001003-00-0074,C01,C03,,,,,,,,,,,,,,,,,,,,,
001003-00-0076,C06,C21,C03,C10,C14,C15,C19,C01,C02,,,,,,,,,,,,,,
001003-00-0078,C19,C04,C15,,,,,,,,,,,,,,,,,,,,
001003-00-0080,C15,C02,C19,C06,C08,C21,C12,C14,C03,C20,,,,,,,,,,,,,
001003-00-0082,C19,C03,C08,C13,C02,C04,C01,C17,C15,C14,,,,,,,,,,,,,
001003-00-0084,C06,C08,C10,C04,C03,C21,C23,C01,C19,C05,C13,C12,C11,C02,C15,C16,C17,C18,C22,C07,C14,C20,
001003-00-0085,C19,C12,,,,,,,,,,,,,,,,,,,,,
001003-00-0087,C10,C02,C06,C14,C09,,,,,,,,,,,,,,,,,,
001003-00-0089,C15,C19,C03,C22,C01,C14,,,,,,,,,,,,,,,,,
001003-00-0091,C02,C10,C15,C01,,,,,,,,,,,,,,,,,,,
001003-00-0092,C19,,,,,,,,,,,,,,,,,,,,,,
001003-00-0094,C08,C03,C10,,,,,,,,,,,,,,,,,,,,
001003-00-0096,C03,C08,C12,C10,C19,C15,,,,,,,,,,,,,,,,,
001003-00-0098,C10,C02,C08,C19,C01,C20,C12,C21,C05,,,,,,,,,,,,,,
001003-00-0101,C15,C01,C19,C03,C20,C21,C06,,,,,,,,,,,,,,,,
001003-00-0102,C10,C03,C12,C01,C15,C20,C19,C08,,,,,,,,,,,,,,,
001003-00-0105,C19,C10,C15,C01,,,,,,,,,,,,,,,,,,,
001003-00-0106,C08,C15,C02,C03,C12,,,,,,,,,,,,,,,,,,
001003-00-0108,C10,C04,C08,,,,,,,,,,,,,,,,,,,,
001003-00-0110,C01,,,,,,,,,,,,,,,,,,,,,,
001003-00-0111,C23,C01,C10,C14,C18,C20,,,,,,,,,,,,,,,,,
001003-00-0113,C19,C15,C01,C08,,,,,,,,,,,,,,,,,,,
001003-00-0114,C19,C01,C15,C08,C21,,,,,,,,,,,,,,,,,,
001003-00-0116,C10,C03,,,,,,,,,,,,,,,,,,,,,
001003-00-0118,C10,C03,,,,,,,,,,,,,,,,,,,,,
001003-00-0120,C10,C19,C03,C08,C12,C21,C01,,,,,,,,,,,,,,,,
001003-00-0122,C10,C03,C08,C19,C21,,,,,,,,,,,,,,,,,,
001003-00-0124,C10,,,,,,,,,,,,,,,,,,,,,,
001003-00-0126,C15,C10,C08,C04,C21,C02,C22,,,,,,,,,,,,,,,,
001003-00-0128,C08,C14,C04,C02,C22,,,,,,,,,,,,,,,,,,
001003-00-0131,C08,C02,C04,C13,C06,C17,,,,,,,,,,,,,,,,,
001003-00-0133,C12,C19,C08,C06,C21,C02,,,,,,,,,,,,,,,,,
001003-00-0134,C12,C06,C21,C08,C04,C15,C14,C03,C17,C02,C01,C22,,,,,,,,,,,
001003-00-0135,C10,C08,C03,,,,,,,,,,,,,,,,,,,,
001003-00-0137,C12,,,,,,,,,,,,,,,,,,,,,,
001003-00-0140,C08,C02,C14,C04,C06,C21,C22,,,,,,,,,,,,,,,,
001003-00-0142,C15,C01,C03,C14,C19,C21,C22,C18,C10,C08,C02,,,,,,,,,,,,
001003-00-0144,C02,C01,C19,C04,C22,C08,C14,,,,,,,,,,,,,,,,
001003-00-0146,C19,C12,C20,C01,C15,,,,,,,,,,,,,,,,,,
001003-00-0149,C19,C12,C01,C20,C15,C03,C14,C10,C02,,,,,,,,,,,,,,
001003-00-0151,C15,C19,C10,C01,C08,C12,C14,C20,C03,,,,,,,,,,,,,,
001003-00-0153,C02,C08,C04,C19,C20,C14,C06,,,,,,,,,,,,,,,,
001003-00-0154,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23
001003-00-0156,C08,C01,C02,,,,,,,,,,,,,,,,,,,,
001003-00-0157,C01,C08,,,,,,,,,,,,,,,,,,,,,
001003-00-0160,C19,,,,,,,,,,,,,,,,,,,,,,
001003-00-0161,C10,,,,,,,,,,,,,,,,,,,,,,
001003-00-0164,C14,C15,C10,C12,C20,C03,,,,,,,,,,,,,,,,,
001003-00-0166,C08,C14,C02,C04,C21,C22,,,,,,,,,,,,,,,,,
001003-00-0167,C12,C20,C15,,,,,,,,,,,,,,,,,,,,
001003-00-0170,C03,C15,C21,C19,C10,C06,,,,,,,,,,,,,,,,,
001003-00-0173,C19,C01,,,,,,,,,,,,,,,,,,,,,
001003-00-0174,C19,C03,,,,,,,,,,,,,,,,,,,,,
001003-00-0175,C08,C04,C02,C22,,,,,,,,,,,,,,,,,,,
001003-00-0178,C13,C12,,,,,,,,,,,,,,,,,,,,,
001003-00-0180,C19,,,,,,,,,,,,,,,,,,,,,,
001003-00-0182,C21,,,,,,,,,,,,,,,,,,,,,,
001003-00-0184,C08,C04,C02,C14,C22,,,,,,,,,,,,,,,,,,
001003-00-0186,C08,C06,C10,C15,C14,C21,C03,C02,C01,,,,,,,,,,,,,,
001003-00-0188,C10,C16,C23,C14,C06,C04,C21,C02,C08,,,,,,,,,,,,,,
001003-00-0190,C13,,,,,,,,,,,,,,,,,,,,,,
001003-00-0191,C04,C08,C21,C06,C14,C10,C02,C11,C07,,,,,,,,,,,,,,
001003-00-0194,C08,C02,C14,C04,,,,,,,,,,,,,,,,,,,
001003-00-0196,C19,C20,C16,,,,,,,,,,,,,,,,,,,,
001003-00-0197,C03,C19,C01,C12,C08,C10,,,,,,,,,,,,,,,,,
001003-00-0200,C12,C03,C15,C10,C04,C19,C20,,,,,,,,,,,,,,,,
001003-00-0202,C10,C03,C15,C20,C19,C12,C02,C01,,,,,,,,,,,,,,,
001003-00-0203,C08,C02,C04,C14,C22,C21,,,,,,,,,,,,,,,,,
001003-00-0207,C08,C04,C15,C19,,,,,,,,,,,,,,,,,,,
001003-00-0208,C10,C14,C03,C19,C21,C08,C01,C02,,,,,,,,,,,,,,,
001003-00-0209,C12,C03,C19,C17,C15,,,,,,,,,,,,,,,,,,
001003-00-0211,C14,C02,C04,C22,C08,,,,,,,,,,,,,,,,,,
001003-00-0213,C19,C10,,,,,,,,,,,,,,,,,,,,,
001003-00-0214,C03,C19,C23,,,,,,,,,,,,,,,,,,,,
001003-00-0216,C19,C08,C03,,,,,,,,,,,,,,,,,,,,
001003-00-0218,C14,C03,C11,C04,C06,C08,C10,C15,,,,,,,,,,,,,,,
001003-00-0221,C13,C20,C01,C05,C08,,,,,,,,,,,,,,,,,,
001003-00-0224,C20,C18,C11,C07,C10,C13,C12,C03,C02,C01,,,,,,,,,,,,,
001003-00-0225,C17,C19,C20,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C18
001003-00-0226,C06,C12,C01,C14,C21,C22,C19,C16,C20,C10,C08,,,,,,,,,,,,
001003-00-0229,C19,C20,C10,,,,,,,,,,,,,,,,,,,,
001003-00-0230,C19,C01,C20,,,,,,,,,,,,,,,,,,,,
001003-00-0233,C08,C14,C06,C21,C11,C04,C15,C01,,,,,,,,,,,,,,,
001003-00-0235,C08,C02,C04,,,,,,,,,,,,,,,,,,,,
001003-00-0237,C12,C01,,,,,,,,,,,,,,,,,,,,,
001003-00-0238,C14,C15,C06,C03,C10,,,,,,,,,,,,,,,,,,
001003-00-0241,C19,C01,C20,C14,C03,C12,C15,C10,C02,,,,,,,,,,,,,,
001003-00-0243,C19,,,,,,,,,,,,,,,,,,,,,,
001003-00-0244,C08,C11,C10,C06,C21,C13,C15,C01,C04,,,,,,,,,,,,,,
001003-00-0247,C12,C03,C19,C20,C08,C10,C13,C15,,,,,,,,,,,,,,,
001003-00-0250,C08,C12,C03,C02,,,,,,,,,,,,,,,,,,,
001003-00-0251,C01,C12,C10,C06,C16,C07,C20,,,,,,,,,,,,,,,,
001003-00-0253,C19,C21,C22,C15,C01,C12,C03,C10,,,,,,,,,,,,,,,
001003-00-0255,C03,C01,C19,C20,C08,C15,C14,C10,,,,,,,,,,,,,,,
001003-00-0258,C04,C08,C14,C22,C06,C10,C02,C07,C11,C03,,,,,,,,,,,,,
001003-00-0259,C12,C08,C19,,,,,,,,,,,,,,,,,,,,
001003-00-0261,C19,C21,C03,C15,C14,C22,C04,C08,C23,C07,C05,,,,,,,,,,,,
001003-00-0264,C08,C14,C04,C06,C18,C02,C11,C22,,,,,,,,,,,,,,,
001003-00-0265,C08,C02,C04,C22,,,,,,,,,,,,,,,,,,,
001003-00-0267,C17,,,,,,,,,,,,,,,,,,,,,,
001003-00-0268,C19,C03,C12,C10,C15,C20,C01,,,,,,,,,,,,,,,,
001003-00-0271,C19,C06,C15,C03,,,,,,,,,,,,,,,,,,,
001003-00-0272,C03,C12,C10,C19,C15,C14,C23,,,,,,,,,,,,,,,,
001003-00-0275,C10,C12,,,,,,,,,,,,,,,,,,,,,
001003-00-0276,C14,C05,,,,,,,,,,,,,,,,,,,,,
001003-00-0277,C02,C08,C03,C15,C12,C10,C19,C04,C21,C01,,,,,,,,,,,,,
001003-00-0280,C14,C01,C13,C03,,,,,,,,,,,,,,,,,,,
001003-00-0281,C03,C21,C19,C12,C20,,,,,,,,,,,,,,,,,,
001003-00-0284,C12,C06,C21,C08,C04,C15,C14,C03,C17,C02,C01,C22,,,,,,,,,,,
001003-00-0286,C08,C04,C02,C14,C22,,,,,,,,,,,,,,,,,,
001003-00-0288,C08,C14,C02,C04,C22,,,,,,,,,,,,,,,,,,
001003-00-0290,C08,C14,C02,C04,C22,,,,,,,,,,,,,,,,,,
001003-00-0293,C15,C03,C04,C21,C19,,,,,,,,,,,,,,,,,,
001003-00-0294,C15,C14,C08,,,,,,,,,,,,,,,,,,,,
001003-00-0297,C02,C14,C08,,,,,,,,,,,,,,,,,,,,
001003-00-0299,C06,C02,C04,C14,C07,C21,C08,,,,,,,,,,,,,,,,
001003-00-0301,C08,C01,C02,C14,C22,C15,C10,C19,C12,C21,C03,,,,,,,,,,,,
001003-00-0303,C08,C01,C14,C02,C22,C06,C15,C10,C11,C20,,,,,,,,,,,,,
001003-00-0305,C02,C03,C05,C06,C13,C22,C09,C04,C10,C08,,,,,,,,,,,,,
001003-00-0307,C02,C08,C03,C10,,,,,,,,,,,,,,,,,,,
001003-00-0309,C08,C14,C02,C04,C22,,,,,,,,,,,,,,,,,,
001003-00-0311,C01,C03,C08,,,,,,,,,,,,,,,,,,,,
001003-00-0313,C14,C15,C08,C06,C22,,,,,,,,,,,,,,,,,,
001003-00-0314,C20,C12,,,,,,,,,,,,,,,,,,,,,
001003-00-0315,C15,C01,C03,C14,C19,C21,C22,C18,C10,C08,C02,,,,,,,,,,,,
001003-00-0319,C20,C12,C13,C03,C19,C15,C01,C10,C02,,,,,,,,,,,,,,
001003-00-0320,C12,C15,C03,C10,C19,C20,,,,,,,,,,,,,,,,,
001003-00-0322,C12,C20,C03,,,,,,,,,,,,,,,,,,,,
001003-00-0324,C12,C20,C03,,,,,,,,,,,,,,,,,,,,
001003-00-0327,C12,C20,C03,,,,,,,,,,,,,,,,,,,,
001003-00-0329,C12,,,,,,,,,,,,,,,,,,,,,,
001003-00-0331,C12,,,,,,,,,,,,,,,,,,,,,,
001003-00-0333,C12,,,,,,,,,,,,,,,,,,,,,,
001003-00-0335,C19,C15,C10,C20,C08,,,,,,,,,,,,,,,,,,
001003-00-0337,C08,C02,C15,C03,,,,,,,,,,,,,,,,,,,
001003-00-0338,C10,C12,C19,C20,C15,C02,C01,C04,C09,C11,C13,C16,C18,,,,,,,,,,
001003-00-0341,C12,C01,C19,C21,C04,C03,C02,C23,C20,,,,,,,,,,,,,,
001003-00-0342,C19,C01,C20,C15,,,,,,,,,,,,,,,,,,,
001003-00-0345,C19,C01,C20,C15,,,,,,,,,,,,,,,,,,,
001003-00-0347,C12,C20,C15,C10,C01,C03,C19,C02,C14,,,,,,,,,,,,,,
001003-00-0349,C19,C10,C01,C03,C02,C20,C12,,,,,,,,,,,,,,,,
001003-00-0350,C14,C02,C08,C04,C21,C15,,,,,,,,,,,,,,,,,
001003-00-0351,C10,C04,,,,,,,,,,,,,,,,,,,,,
001003-00-0355,C14,C08,C02,C04,C21,C15,,,,,,,,,,,,,,,,,
001003-00-0357,C08,C14,C02,C04,C21,C15,,,,,,,,,,,,,,,,,
001003-00-0360,C19,C01,,,,,,,,,,,,,,,,,,,,,
001003-00-0361,C08,C02,C04,C14,,,,,,,,,,,,,,,,,,,
001003-00-0362,C10,C15,C08,C04,C21,C01,,,,,,,,,,,,,,,,,
001003-00-0364,C15,C10,C08,C06,C02,C04,C21,C01,C22,,,,,,,,,,,,,,
001003-00-0366,C08,C02,C14,C04,C22,C21,C11,C23,,,,,,,,,,,,,,,
001003-00-0369,C10,C12,C20,,,,,,,,,,,,,,,,,,,,
001003-00-0370,C10,C12,C03,C20,,,,,,,,,,,,,,,,,,,
001003-00-0371,C08,C02,C14,C06,C15,C19,C04,C21,C01,C22,,,,,,,,,,,,,
001003-00-0374,C02,C08,C14,C15,C01,C04,C03,C09,,,,,,,,,,,,,,,
001003-00-0375,C23,,,,,,,,,,,,,,,,,,,,,,
001003-00-0377,C08,C19,C04,C03,C12,C11,,,,,,,,,,,,,,,,,
001003-00-0378,C15,C19,C03,C17,,,,,,,,,,,,,,,,,,,
001003-00-0380,C03,C10,C14,C19,C12,C01,C20,C06,C13,,,,,,,,,,,,,,
001003-00-0381,C03,C15,C08,C17,C19,C23,,,,,,,,,,,,,,,,,
001003-00-0384,C19,C10,C03,C01,C02,C12,C17,C05,C16,C20,,,,,,,,,,,,,
001003-00-0385,C03,C21,C10,C06,C14,C12,C19,C20,C02,,,,,,,,,,,,,,
001003-00-0387,C10,C12,C19,,,,,,,,,,,,,,,,,,,,
001003-00-0390,C19,C08,,,,,,,,,,,,,,,,,,,,,
001003-00-0392,C08,C19,C01,C06,C14,,,,,,,,,,,,,,,,,,
001003-00-0393,C08,C12,C03,C14,C19,C01,C21,C15,C20,,,,,,,,,,,,,,
001003-00-0396,C06,C14,C08,C10,,,,,,,,,,,,,,,,,,,
001003-00-0397,C10,C06,C14,C04,C08,C22,C02,C01,C03,C21,,,,,,,,,,,,,
001003-00-0400,C03,C04,C14,C12,,,,,,,,,,,,,,,,,,,
001003-00-0401,C10,C14,C08,C06,C04,C22,C02,C15,C03,,,,,,,,,,,,,,
001003-00-0403,C21,C04,C15,C23,C22,C02,,,,,,,,,,,,,,,,,
001003-00-0406,C01,C19,,,,,,,,,,,,,,,,,,,,,
001003-00-0407,C15,C02,C06,C14,C04,C08,C22,C23,C16,,,,,,,,,,,,,,
001003-00-0409,C14,C02,C08,C04,C22,C23,,,,,,,,,,,,,,,,,
001003-00-0411,C19,C01,C15,C14,C10,C12,C20,C02,C03,,,,,,,,,,,,,,
001003-00-0412,C08,,,,,,,,,,,,,,,,,,,,,,
001003-00-0415,C19,C08,C10,C03,C21,C20,C14,C02,C15,,,,,,,,,,,,,,
001003-00-0416,C19,C15,C03,C02,C20,,,,,,,,,,,,,,,,,,
001003-00-0419,C04,C10,,,,,,,,,,,,,,,,,,,,,
001003-00-0421,C04,C08,C21,C14,,,,,,,,,,,,,,,,,,,
001003-00-0422,C03,C15,C19,C23,C01,C12,C04,C21,,,,,,,,,,,,,,,
001003-00-0423,C19,C07,C12,,,,,,,,,,,,,,,,,,,,
001003-00-0426,C10,C14,,,,,,,,,,,,,,,,,,,,,
001003-00-0428,C10,C08,C04,C03,C21,C14,,,,,,,,,,,,,,,,,
001003-00-0429,C08,C12,C13,C15,C17,C19,C20,C21,C22,C23,C01,C02,C03,C10,C09,C04,C05,C06,C07,,,,
001003-00-0431,C12,C20,C02,C08,C15,,,,,,,,,,,,,,,,,,
001003-00-0433,C12,C20,C03,C10,C15,C07,,,,,,,,,,,,,,,,,
001003-00-0435,C01,C19,C20,C15,C12,C10,C03,C02,C14,,,,,,,,,,,,,,
001003-00-0437,C19,C08,C01,C02,C14,C15,C21,,,,,,,,,,,,,,,,
001003-00-0439,C15,C19,C08,C13,C06,,,,,,,,,,,,,,,,,,
001003-00-0442,C03,C10,C12,C14,C20,C05,C15,,,,,,,,,,,,,,,,
001003-00-0444,C15,C02,C06,C14,C04,C08,C22,C23,C16,,,,,,,,,,,,,,
001003-00-0446,C19,C14,C03,C20,C08,C05,C10,C12,,,,,,,,,,,,,,,
001003-00-0447,C10,C08,C04,,,,,,,,,,,,,,,,,,,,
001003-00-0449,C19,C12,C15,C02,C20,C03,C10,C21,C01,C04,C05,C06,C07,C08,C09,C11,C13,C14,C16,C17,C18,,
001003-00-0452,C04,C08,C14,C02,C11,C22,C21,C23,,,,,,,,,,,,,,,
001003-00-0454,C15,C21,C10,C03,C19,,,,,,,,,,,,,,,,,,
001003-00-0455,C08,C02,C22,C01,C14,,,,,,,,,,,,,,,,,,
001003-00-0458,C02,C08,C04,C14,,,,,,,,,,,,,,,,,,,
001003-00-0459,C19,C12,C03,C01,C15,C14,,,,,,,,,,,,,,,,,
001003-00-0462,C02,C08,C14,C04,,,,,,,,,,,,,,,,,,,
001003-00-0464,C14,C08,C06,C12,,,,,,,,,,,,,,,,,,,
001003-00-0465,C08,C17,C02,C19,C01,C12,C15,,,,,,,,,,,,,,,,
001003-00-0468,C14,C08,C10,C12,,,,,,,,,,,,,,,,,,,
001003-00-0469,C01,C19,C03,C21,C20,C15,C14,,,,,,,,,,,,,,,,
001003-00-0471,C19,C12,C15,C01,C20,C03,C10,C07,C08,C09,C11,C13,C14,C16,C17,C18,C21,C22,C23,,,,
001003-00-0474,C08,C02,C04,C10,C01,C15,,,,,,,,,,,,,,,,,
001003-00-0475,C19,C08,C03,C14,,,,,,,,,,,,,,,,,,,
001003-00-0478,C19,C01,C03,,,,,,,,,,,,,,,,,,,,
001003-00-0480,C19,,,,,,,,,,,,,,,,,,,,,,
001003-00-0481,C10,C01,C19,C17,,,,,,,,,,,,,,,,,,,
